County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males age 18-69","Women imprisoned per 100,000 females age 18-69","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population","New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population, all races","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Marin,298.4778292521509,0.714645878140275,631.0817900099538,-180.0817900099538,21.243002,-8.482212473048843,14058.90271343481,-5613.641610224251,368.64771748492683,65.71428571428571,567.0588235294117,267.63990267639906,111.90476190476191,263.57615442665747,510.105796230145,27.84178309565047,140.84668119029809,64.28686693333108,27.468024962423282,9.35081700848452,1.7532781890908478,66.62457118545221,28.052451025453564,38.57212015999865,80.0794176042356,0.5068080703955258,75.03075030750306,70.00000000000001,120.40133779264211,30.3030303030303,70.71555362666419,48.31090527999326,81.27071152779568,668.1967408064731,22.033947950011562,0.7827715355805244,176.70416942422239,0.9467379068667854,205.85701981050818,80.0,156.04175882908547,284.848797427581,33.894344638183185,718.0,475.18199867637327,0.7863298458422197,574.5047372954349,145.71428571428572,794.954593657726,61.73612773383366,0.37186629526462395,667.0,51.0,238848.44473858378,34679.020516214434,204169.42422236936,883.0677812387569,248.38107678787011,240.19911190544613,245.45894647271868,1383.7215640728934,423.67930797728985,643.88140971532,1161.010164682795,5549.74515280932,727.1202823503817,0.07147050093988062,0.5749654159617124
Mariposa,423.9130434782609,1.0149755845205886,76.84913922027233,1.1508607797276653,3.673956,0.054207844446732496,19967.15217391304,294.60785025397854,496.5986394557823,135.13513513513513,733.3333333333333,342.85714285714283,195.1219512195122,631.455749601904,1116.8919530146964,77.69821229378304,356.2058074677407,97.14703840029293,64.76469226686196,16.19117306671549,32.38234613343098,121.43379800036615,40.47793266678872,80.95586533357744,168.47826086956522,1.066268272790012,179.1044776119403,142.85714285714286,142.85714285714286,133.33333333333334,250.96318253409007,231.02299133033634,388.8198837393237,953.6843810352842,240.89924373485297,0.5227272727272727,239.13043478260872,1.2812026339385147,265.30612244897964,135.13513513513513,356.2058074677407,596.6957009256597,77.69821229378304,122.0,663.0434782608695,1.0972024982003636,761.9047619047618,270.27027027027026,1713.5876539403562,155.3964245875661,0.36065573770491804,112.0,10.0,123369.56521739128,26086.956521739125,97282.60869565216,1489.587922137825,485.7351920014646,283.345528667521,331.91904786766753,2249.0837957967174,574.9667709739945,1289.8783682610447,2721.739186175266,6675.790667246989,1806.7443280113973,0.1256362175194214,1.0107174164999067
Mendocino,266.9404517453799,0.6391358916898984,610.1988717435754,-220.1988717435754,18.36978,-10.371807256865889,12573.429158110883,-7099.115165548179,318.1019332161687,86.687306501548,586.6666666666666,254.62962962962965,130.51823416506716,660.916686637107,1205.7521891013737,94.72404604772562,372.824797590163,93.20619939754074,115.23675561877765,23.72521439210128,22.0305562212369,66.09166866371069,3.3893163417287537,62.70235232198195,95.82477754962355,0.6064575899642469,70.57654075546718,172.56637168141592,187.5,116.0220994475138,237.25214392101276,165.3595980497552,348.36480094584607,2302.1014063545763,468.1110624310397,0.5833333333333334,172.48459958932239,0.9241304792866195,193.32161687170475,99.07120743034056,427.05385905782305,732.7775734870227,108.25605262597216,642.0,439.4250513347023,0.7271593491287832,511.4235500878734,185.75851393188856,1938.5297625883966,202.98009867369777,0.3925233644859813,582.0,60.0,88774.81177275848,35592.060232717355,53182.75154004113,2475.8955876328546,635.4968140741414,366.0461649067054,882.9169070203403,3790.4585392192353,1092.7095311934063,2342.982473775405,2018.7293593272107,12277.874167224407,4034.6715380961045,0.16358625757854126,1.316017649203046
Merced,322.3560910307898,0.7718176332418669,1559.9539944984629,-355.95399449846286,56.710808,-16.766145048866598,15183.616599732262,-4488.927723926799,400.9745910198399,60.324825986078885,656.1866125760649,280.6629834254143,153.5433070866142,765.7328911899681,1451.8140307139845,66.56019323889689,411.48603039859574,161.54165644705307,99.21456065252077,40.703409498470066,3.1799538670679737,167.901564181189,26.71161248337098,141.18995169781803,117.80455153949129,0.7455635822004522,110.90400745573162,116.42512077294688,118.07228915662652,175.1412429378531,279.8359403019817,210.34294544328841,302.42068501596407,848.3291788463762,204.0234361720236,0.7481259370314842,178.5809906291834,0.9567934578191921,207.7967281587191,81.20649651972157,424.20584586686766,752.3723752918826,89.60026012928428,1871.0,500.9370816599732,0.8289492853171154,608.771319178559,141.53132250580046,2204.186406005867,156.16045336818118,0.35649385355424906,1749.0,122.0,161927.71084337353,44390.89692101741,117536.81392235612,2375.425538699776,627.0869025858044,575.5716499393033,646.1666257882123,3620.7132901399978,1103.3632033063293,1896.621684543264,2597.555261340438,7184.828759617267,1164.9080065305861,0.19028081316234383,1.5307698344167031
Modoc,260.5042016806723,0.6237255692852227,49.701345473980474,-18.701345473980474,1.460162,-0.8808707745154284,12270.268907563026,-7402.275416096036,288.659793814433,136.36363636363635,500.0,333.3333333333333,300.0,496.98114077150314,813.0967739867867,88.48266237027559,320.63299404613105,112.22154791614585,48.09494910691965,32.0632994046131,16.03164970230655,80.15824851153276,0.0,80.15824851153276,84.03361344537815,0.531833456745357,109.89010989010988,0.0,0.0,0.0,160.31649702306552,198.01470436364247,0.0,0.0,0.0,0.6428571428571429,117.6470588235294,0.6303242904938147,113.4020618556701,136.36363636363635,224.4430958322917,319.4308754948091,88.48266237027559,45.0,378.1512605042017,0.6257636509918041,402.0618556701031,272.7272727272727,1132.5276494815957,176.96532474055118,0.3111111111111111,39.0,6.0,72268.90756302522,8403.361344537816,63865.5462184874,1907.7663145744796,641.2659880922621,336.6646437484376,160.31649702306552,2816.7995384542255,648.872857382021,1801.9338097091463,1617.2311825870117,1764.1100746314476,3857.662646976528,0.1765033407572383,1.4199329150145856
Mono,250.0,0.5985753447172701,65.15470499110046,-26.15470499110046,1.836978,-1.231938914490814,11775.5,-7897.044323659062,270.6766917293233,130.43478260869566,360.0,324.3243243243243,157.89473684210526,371.90478504381457,679.1762958546458,57.4849283477846,171.6483623279144,114.43224155194295,57.216120775971476,9.536020129328579,0.0,76.28816103462863,19.072040258657157,57.216120775971476,128.2051282051282,0.8113869404191985,114.28571428571428,162.79069767441862,0.0,142.8571428571429,190.7204025865716,152.70374196447716,327.0660417610543,0.0,224.5818103165376,0.45454545454545453,211.53846153846155,1.1333715607917632,210.52631578947367,217.3913043478261,314.6886642678431,528.248230109169,95.80821391297434,72.0,461.53846153846155,0.763752558646407,481.203007518797,347.82608695652175,1207.4245259638149,153.29314226075894,0.4583333333333333,64.0,8.0,193589.74358974354,31410.2564102564,162179.4871794871,1487.6191401752583,476.80100646642893,352.83274478515744,362.368764914486,2509.1790930185525,440.71778399968196,1336.157742189175,2009.1199708179047,2342.530569219282,1572.072672215763,0.12119035402770652,0.9749513631183434
Monterey,461.45966709346993,1.104873517214362,1630.9559166041493,171.04408339585075,84.877804,8.056518416111363,21735.67323943662,2063.1289157775573,541.799617102744,134.88975356679637,911.1870196413322,285.1153039832285,329.6582138919515,661.898844598594,1306.3911312783255,81.26837898167639,391.9234557084905,99.90925956205193,109.82672282740266,49.220002872481466,3.3058210884502475,128.19239554101514,13.957911262345489,114.23448427866968,160.56338028169014,1.0161764329869736,148.2617586912065,153.40909090909082,236.4217252396165,199.99999999999994,230.3055358287006,147.54299817032845,268.5184790107894,825.4627583955751,123.79557607723437,0.6534260178748759,257.87451984635084,1.381628876947966,279.8340778557754,168.61219195849546,369.8846484521555,674.7379400065322,101.58547372709549,2809.0,719.3341869398207,1.190352205893762,821.6336949585194,303.50194552529183,1981.1290712848577,182.85385270877188,0.3584905660377358,2575.0,234.0,230550.57618437914,54238.15620998723,176312.4199743919,1434.3590389331353,430.12405495280444,350.41703537572624,333.1533030249305,2411.207188119124,602.480001873774,995.1520842109054,1750.3426779962579,3491.484369970474,618.9778803861719,0.12341853752672162,0.9928766390783916
Napa,312.357846853677,0.747878823422336,550.8913838670609,-138.89138386706088,19.406024,-6.542061962906302,14712.679302501894,-4959.865021157168,367.32766761095377,88.46153846153847,653.3742331288344,251.59235668789808,228.95622895622895,463.3162669005611,892.9183937306576,53.62196494378775,239.53001177140658,88.83976962413672,76.46967511951009,24.740189009253264,4.498216183500593,107.95718840401425,22.491080917502966,85.46610748651128,119.7877179681577,0.7581146818594543,106.64819944598335,134.61538461538458,149.12280701754386,119.40298507462687,177.67953924827344,142.75025659062692,215.87901290171996,1072.3270370100781,107.2675470051468,0.6837606837606838,177.407126611069,0.9505041802821816,194.52313503305004,107.6923076923077,263.1456467347847,472.85652727124807,65.27891384461118,646.0,489.764973464746,0.8104617118413603,561.8508026440038,196.15384615384616,1365.7749210019058,118.90087878839893,0.3622291021671827,595.0,51.0,167854.43517816524,43972.70659590598,123881.72858225925,1483.2867865093206,366.60461895529835,353.10997040479657,333.9925516249191,2430.8498173798625,606.161342842818,1338.5153929666583,1603.6726672699199,7190.898954067583,898.3657061681043,0.09860003010687943,0.7932168737970229
Nevada,208.77458396369138,0.49986927425708494,276.07217948152186,-138.07217948152186,6.500076,-6.503475797938642,9833.700453857791,-9838.84386980127,265.30612244897964,46.783625730994146,518.918918918919,141.93548387096774,57.52212389380531,210.23061547752383,377.10949589973484,23.570392982525277,146.24738468001658,33.515025655837135,19.804333342085577,9.140461542501036,1.523410257083506,38.08525642708765,9.140461542501036,28.944794884586617,78.66868381240545,0.49787979278975325,66.32653061224492,204.54545454545456,222.2222222222222,100.0,79.21733336834231,67.51484677308207,181.60724001695183,874.536715843353,74.27529985583578,0.5492957746478874,214.82602118003024,1.15098550472925,242.85714285714286,134.50292397660817,216.32425650585785,345.200230862065,67.76487982476017,280.0,423.6006051437216,0.7009730997158148,508.1632653061224,181.28654970760232,722.3097267617999,91.33527280728545,0.5071428571428571,249.0,31.0,170499.24357034787,43721.63388804839,126777.60968229947,1006.9741799321976,281.83089756044865,236.12858984794343,344.29071810087237,1421.4127153143852,503.8171500014778,1017.9161513480061,887.8576178606534,3935.415221295088,742.7529985583578,0.09496275806908504,0.7639557716265551
Orange,426.9295416344887,1.022197990215401,9193.913595955733,204.0864040442666,442.664596,9.612877803293046,20109.235270067686,436.69094640862386,514.1503917670448,123.19283241702301,930.9021113243762,325.9587020648967,259.1752869491285,465.0464287097163,882.9144203818447,61.700634756701,239.99523081954928,98.42278641238836,90.50541797298054,46.1186711595505,1.929858557105654,96.29499364429749,19.64497044028063,76.65002320401688,195.83882251396903,1.2394282915162806,175.11670828357418,215.98428453267164,243.17817014446206,162.42038216560516,213.32359588929424,170.08160875314726,329.48580006714553,915.5813825967718,75.48225720164287,0.6313083222243382,238.5408622177804,1.2780438477152445,267.3956262425447,138.0574221136225,259.83813547081513,459.1797616747612,69.14550473560872,14649.0,665.4704038522691,1.1012185678988613,781.5460180095896,261.25025453064546,1342.0941820566059,130.84613949230973,0.3584545020137893,13366.0,1283.0,180175.35092899622,33748.23967655472,146427.1112524415,1089.281446604276,257.8093098082168,301.9486388579154,349.2054317306308,1717.22988938591,500.84597899199775,971.2471780689633,1525.5082136186845,3765.0640353649464,464.73389728070293,0.09307280991713453,0.7487515291622919
Placer,320.07400555041625,0.7663536328295114,1354.4660787572998,-316.4660787572998,48.891876,-14.906185241626336,15076.125809435709,-4596.418514223353,395.15455304928986,108.36277974087162,658.7677725118484,301.1542497376705,264.30517711171666,465.8749086790674,899.9261540714574,88.8906915597961,187.1578390358103,128.81127051145697,87.07103302865036,36.35440038825092,3.590558063037128,133.29946809025338,21.99216813610241,111.30729995415098,111.31668208448967,0.7045030363343753,100.94767202307379,117.51662971175168,165.93886462882094,183.82352941176478,162.0239325945504,140.47855624954423,207.6902663495108,1255.4013224388302,125.89981763775279,0.6448598130841121,164.97070613629356,0.8838728680297941,192.1470342522974,88.33922261484099,240.11857046560792,437.5962271383408,72.46523768461637,1573.0,485.04471168670983,0.8026506358187058,587.3015873015873,196.7020023557126,1337.5223812097981,161.35592924441247,0.34011443102352196,1406.0,167.0,156953.4381745297,25161.88714153561,131791.55103299412,1455.5224748036758,284.10290673781276,427.7252292592979,329.4337022836565,2277.402973411278,820.3064905898574,1391.597779663852,1767.3266061062145,7565.444811539267,684.895007949375,0.06533312938831297,0.5255915296638256
Plumas,244.29967426710098,0.5849270469549872,128.22111815556306,-53.22111815556306,3.53265,-2.506821107363331,11507.00325732899,-8165.541066330072,291.84549356223175,94.5945945945946,400.0,315.7894736842105,128.7128712871287,552.6569320608967,946.2570390778068,98.9352307096571,294.7503637658115,88.42510912974346,95.79386822388875,22.106277282435865,7.368759094145289,66.31883184730759,0.0,66.31883184730759,133.55048859934854,0.8452167542216928,111.55378486055774,399.9999999999999,71.42857142857144,117.64705882352938,302.11912285995686,236.58779571552043,1087.0116557663757,780.7467662547222,290.76523182813685,0.4883720930232558,140.06514657980458,0.7504349451970336,150.21459227467813,108.10810810810811,316.8566410482474,487.04406423122407,113.068835096751,118.0,384.36482084690556,0.6360458333135659,442.0600858369099,202.7027027027027,1433.301103309031,212.0040658064081,0.3644067796610169,103.0,15.0,106188.92508143323,39413.68078175896,66775.24429967426,2262.2090419026035,736.8759094145289,280.012845577521,744.2446685086742,3242.32191331072,1045.8867246449468,2120.840597306987,2717.52913941594,10930.45472756611,2471.504470539164,0.1236061684460261,0.9943860910641266
Riverside,529.9913486494281,1.2689590168600096,8689.799949005359,2337.200050994641,519.393754,110.08679680194959,24963.652504085356,5291.108180426294,640.1044256588762,154.51462484103433,1183.5921943448825,416.5470208183776,337.06666666666666,814.7638834530012,1550.4983396426915,111.48043808675038,439.19076115395285,171.49423900375584,140.09180402891903,57.115487613056125,6.206598912673629,207.55162316309787,34.65351059576109,172.8981125673368,184.65827165240793,1.168668618461327,162.00450749038833,197.89654432281628,210.70544554455435,133.23983169705474,283.87801217252473,211.70270016337986,323.1501706818772,793.5375892874904,79.34990506470832,0.7877344447752307,161.44381428434104,0.8649766403938359,187.5310790651417,72.48834251801611,248.19006842465137,454.2487367160614,52.29946478143845,14386.0,691.4351629337691,1.14418497879565,827.6355047240179,227.00296735905044,2004.747076358753,163.77990286818883,0.23349089392464897,13315.0,1071.0,216706.7192156109,35013.93828703259,181692.78092857832,1537.3154402034227,371.06594927913045,411.70439454068395,415.6204629022518,2422.258427672521,721.487938125224,1306.7704315322221,1632.9247778816316,3766.0991021691193,595.5419190646,0.12111075701217262,0.9743110215712169
Sacramento,439.37841530054646,1.05200434559941,7337.422162074698,381.57783792530245,363.580338,17.973079321957595,20695.602117486338,1023.0577938272763,540.244353942984,104.11026335220281,1023.680208559635,283.3688699360341,257.78506204635914,824.1249659653048,1611.760665160182,94.90930978846882,503.0803005089411,141.891706149487,117.54911096357048,40.89128928160535,5.231522649604862,238.30119497791947,57.760280682372056,180.5409142955474,139.7427140255009,0.8844062227964044,118.90013597220123,148.17091915155245,151.60532498042292,166.2852784134248,262.10996132203957,159.5593661599289,271.2247414669462,1053.3787216809746,125.43927011202814,0.58022030651341,237.70491803278688,1.2735650623502075,276.63828211773415,108.29436377061285,445.8538486683654,825.3204283221545,98.72363193126782,11895.0,677.0833333333334,1.1204356112087048,816.8826360607183,212.40462712281567,2437.081093482336,193.63294171973664,0.3510718789407314,11032.0,863.0,232371.35701275058,51161.202185792376,181210.15482695823,1875.6610185358822,491.44283175777923,500.73145360503685,455.9965966624974,2983.391965870101,911.6229921289571,1341.9611748571408,1830.4856514356347,6948.164398691137,754.3618491599493,0.12684362706256863,1.0204307768525331
San Benito,287.4251497005988,0.6881824322497957,209.2468410291111,-65.2468410291111,6.782688,-3.073256706153191,13538.299401197604,-6134.2449224614575,368.9839572192513,47.24409448818898,417.64705882352945,285.7142857142857,292.45283018867923,405.30743504605124,761.1331923653358,33.6113182419909,199.83908255742804,78.80977903673218,87.25368393352491,50.663429380756405,2.8146349655975778,50.663429380756405,14.07317482798789,36.59025455276851,139.72055888223554,0.884266006923917,55.9006211180124,188.6792452830189,0.0,83.33333333333333,197.02444759183047,59.821881547279354,321.4910378123913,0.0,63.873768192502716,0.675,239.52095808383234,1.283294962682018,278.0748663101604,125.98425196850394,337.75619587170934,573.6076232318474,89.63018197864241,264.0,526.9461077844312,0.8719889491931035,647.0588235294118,173.22834645669292,1334.7408155971832,123.24150022063331,0.45454545454545453,242.0,22.0,198403.1936127744,49101.79640718561,149301.39720558876,1410.1321177643865,478.48794415158824,275.83422662856265,298.35130635334326,2062.781260468374,711.439569455474,1070.1469921235532,1703.9025004056737,3917.021338131483,766.4852183100327,0.11568645274672,0.9306736142874438
San Bernardino,421.6386903772644,1.0095300977548376,12565.251920879853,119.74807912014694,597.48887,5.640374022717161,19860.02559414991,187.48127049084724,509.70537261698445,131.47751605995717,865.4496281271129,315.8121499353727,259.6724424400665,972.2065684469875,1800.7610234823508,143.19023991545006,490.5102119086102,224.71499083063208,167.6931786962561,67.59843857865535,13.1824619450439,200.64933355886586,45.9853323664322,154.66400119243366,206.31543958783448,1.305732895649637,185.21148189471546,209.3494351382937,247.554914221581,129.98266897746964,475.7182633307412,368.53406856746585,462.9996815140658,1367.8232651668245,129.2421216164577,0.7775803872801563,187.1032075785275,1.0024534208114444,207.53899480069325,119.77159172019985,431.4190598177448,733.2238441414876,130.44148891320586,18314.0,608.741897955792,1.00734439459118,717.2443674176776,251.24910778015703,2533.9848676238385,273.6317288286559,0.3073604892432019,16554.0,1760.0,150746.21904603645,33365.46451720131,117380.75452883514,2305.7812070735217,566.7692214162769,711.5463761499277,645.7873508659296,3532.9449525648292,1089.08537525269,1989.8014140233552,2211.611802096403,5525.332710392151,994.3027223026148,0.1279826464208243,1.029593952295487
San Diego,466.9724770642202,1.1180728457287725,11381.1904551762,1343.8095448238,599.37295,63.29611718029063,21995.337614678898,2322.793291019836,564.3833008044937,139.1958994073362,810.9953287818901,394.93183165382334,332.0568927789934,599.8063957876568,1196.2696949304031,89.05604561090871,319.1582794403319,125.61760666201221,114.44635984066254,34.26791746464648,8.484491256721274,174.54483957577156,31.015529149569993,143.52931042620156,154.23853211009174,0.976147619175734,126.81554103122727,166.88553293937412,189.77820636451298,155.41601255886962,198.11287084444177,126.51821237418109,250.9208068336202,909.4793950757803,98.54871409540249,0.6263871763255241,178.56880733944953,0.9567281827198044,197.9816251725615,113.24683645683164,229.36408030669844,419.64285266662836,72.45411305743666,17591.0,645.5412844036698,1.06823991662958,762.3649259770553,252.44273586416787,1615.9125475970316,161.51015866834535,0.2766187254846228,16015.0,1576.0,206605.50458715577,46880.73394495408,159724.77064220168,1284.4577041425264,393.53898612425513,318.0741500019731,344.6588892730331,2119.6050507256223,639.7892896995432,997.6554241331277,1503.5503821938496,4792.327910028375,634.0962715027416,0.11684824982939411,0.9400200318180096
San Francisco,105.0666323311659,0.25156118266364125,6487.487388633099,-4855.487388633099,76.870464,-228.70316697939623,4948.848516062576,-14723.695807596487,120.78474629687992,34.84688489968321,313.6882129277567,93.99375975039001,47.939068100358426,264.55201278294396,535.5819931191372,35.1294804828083,160.48191951906526,39.0668107112068,52.03504663193934,4.863088470274705,2.4315442351373524,31.285869158767273,6.6462209093754305,24.639648249391843,41.20260091418271,0.26076376788596145,18.612769051134233,13.0373596215894,83.69875729744764,35.371951885396626,103.74588736586038,46.681140768824314,99.26162272244845,1066.8567155561288,22.66997037701728,0.8263959390862944,126.82675593896863,0.6795068720993321,134.7305389221557,91.51707145371347,319.342809548039,597.4202271583331,92.25924167202179,3602.0,231.89338827013455,0.38373653201974994,255.5152852190356,126.3639563533967,1133.0022202774703,127.38872215483008,0.5469183786785119,3243.0,359.0,87301.92758140016,30661.69394349368,56640.23363790648,2517.9451069592333,511.596907072899,415.63196125947815,1085.4413465653142,4434.1856860196285,1008.109636885438,2508.0169769784816,7613.629262636488,12746.38656539124,640.9024429996641,0.11743235932636845,0.9447190720580877
San Joaquin,394.70352395020046,0.9450391916384502,3958.56598657468,-217.5659865746802,176.208582,-10.247793099640587,18591.325385102344,-1081.218938556718,471.8052738336714,120.97935669707154,779.6672828096118,330.4105221203667,284.9972113775795,868.9245407631545,1692.523018392966,124.1614785143096,489.8588229001585,192.5523775174165,118.69030749264154,43.43461350513496,3.0195185859184734,161.89265033732121,25.31750198962412,136.5751483476971,150.453682211437,0.9521939924978541,118.5141509433962,137.6899696048633,190.94304388422034,247.70642201834852,331.217961809211,232.38783323413244,298.90220504243183,1327.677952399834,215.46771979271207,0.6050420168067226,138.10930576070902,0.7399560263958039,151.58891142663964,90.25444071051368,304.04229453594473,543.8000296986286,92.6284046059135,5050.0,532.8128297109095,0.8816971842712354,623.394185260311,211.23379740758523,2236.3230480915945,216.7898831202231,0.2592079207920792,4610.0,440.0,237412.95631989866,58356.19328972356,179056.7630301751,2201.461319795022,628.2921365314977,582.7670870822653,416.4612941962941,3587.3338266024602,1026.3030148623288,1960.8446028113863,2170.8349990940396,6953.26692919424,869.8511650890972,0.1437333806062755,1.1563053550916995
San Luis Obispo,390.9224011713031,0.9359860441552629,855.7819905561848,-54.78199055618484,37.728702,-2.580341319177418,18413.22693997072,-1259.3173836883434,463.6251541307028,114.75409836065575,759.6491228070175,314.8854961832061,268.6868686868687,421.6424869239733,842.0049287898573,55.72442469996994,227.9290846917359,86.85519393564994,70.01055026328146,34.21568245949845,3.1583706885690885,95.80391088659569,29.478126426644828,66.32578445995085,157.14982918496827,0.9945726889003703,137.73314203730268,181.0865191146881,266.1290322580645,205.88235294117638,169.49922695320774,138.49928247507523,256.4600863427606,697.1975108162809,60.784597569683655,0.5218295218295218,234.74865788189362,1.2577261404021287,257.70653514180026,147.54098360655738,253.1960502002886,468.0293354177664,71.64568889996134,1282.0,625.6710590531966,1.0353587231495867,721.3316892725031,262.29508196721315,1310.0342642076237,127.37011359993129,0.375195007800312,1170.0,112.0,180722.30356271335,33870.18057589065,146852.1229868227,1078.5835901463438,300.0452154140634,275.83104013503373,260.5655818069498,1816.1329714057827,485.59855809973806,1005.562498803411,1416.2295879150224,2619.772464885419,295.2394739098922,0.1508722242491327,1.21373587748378
San Mateo,348.60264761504516,0.8346597998621149,1987.6361605938914,-328.6361605938914,78.142218,-15.479420436293474,16419.881907963856,-3252.6624156952057,406.68232837379276,108.83620689655173,816.1943319838057,248.39228295819933,176.21776504297995,338.71812305425766,651.4788317947867,42.8950274178007,205.80341653929582,63.08854733198652,50.225833798280526,20.212835552966553,1.6333604487245699,83.0972128288625,18.17113499206084,64.92607783680165,142.88716116831267,0.9043068568992286,128.2778171509568,112.39860950173808,216.0864345738296,158.42839036755387,138.83563814158845,85.45152346255142,163.85802035402529,1311.6756166181308,85.702316889526,0.6337890625,215.1712544652238,1.1528351805963781,238.31897676846776,119.61206896551724,209.07013743674494,381.77161324046233,47.14205983540472,2683.0,563.773902080269,0.932931480459061,645.0013051422605,228.44827586206898,1033.250445035249,90.03708725320541,0.38166231830041,2471.0,212.0,225866.77873502814,43538.55852069758,182328.22021433056,971.6452969350285,252.15001927185548,253.98754977667065,285.02139830243743,1601.9354329947548,394.12460835365397,666.1441967163538,1457.8296037682874,6070.143270238348,540.9530242066882,0.06296905406783192,0.5065730320720907
Santa Barbara,474.38752783964367,1.1358267120247532,1500.2288482566207,203.77115174337928,80.261808,9.59802878941665,22344.601336302898,2672.057012643836,540.9386776293251,185.73551263001485,782.4956672443674,388.75598086124404,377.45098039215685,595.6883376023087,1155.5889109331044,92.91460159793394,315.6728690462939,113.61426626804597,107.6713661863328,41.949882929740056,1.7479117887391689,107.32178382858496,30.413665124061534,76.90811870452343,214.086859688196,1.3549168001176048,157.27002967359047,251.17739403453697,246.57534246575347,201.75438596491225,268.82883310808415,144.99203792391893,427.9985044201344,968.4360386288517,104.00286750914499,0.7531914893617021,261.6926503340757,1.402085490268814,279.54779033915725,184.24962852897474,328.60741628296375,597.1884428887988,92.17128478515046,2644.0,736.0801781737194,1.2180634254730096,820.4864679684823,369.9851411589896,1752.7773538219033,185.08588638308441,0.3555219364599092,2395.0,249.0,184771.71492204905,52811.8040089087,131959.91091314034,1255.6998290302188,403.4180408410001,292.25085107718905,285.25920392223236,2136.2660107750044,500.25221500327626,921.9305052898242,1703.9690457226593,3927.5461566614545,515.4924737409796,0.14945797749976367,1.202358554534729
Santa Clara,409.41902025369683,0.9802725247286544,5959.567214859054,-117.56721485905382,275.169884,-5.537650954291153,19284.454691989627,-388.0896316694343,491.45299145299145,106.02568324003951,968.058968058968,298.74966746475127,200.04976362279172,482.9418357005001,962.5001375271563,57.025659235648426,293.13792355254594,92.83527584588525,66.46443613543343,26.784175756070187,1.5706769733497952,137.1448999361742,42.325611071320786,94.8192888648534,153.05907912257342,0.96868307571863,123.54497354497354,162.26950354609937,193.12009656004824,141.97530864197532,180.54518472610275,102.69009611589847,379.6945394554053,1001.4450205527045,60.00173385753087,0.7010411502231036,282.71077160277525,1.5146954654665647,313.74643874643874,167.92887718142904,333.4795216048986,614.4656675082788,90.32014350987794,9876.0,692.129791856472,1.145334448799202,805.1994301994301,273.95456042146856,1576.9658050354349,147.34580274552638,0.4084649655731065,9044.0,832.0,201857.17289228382,35132.10456233791,166725.0683299459,1179.578406985696,302.80998702001574,310.74603909588836,332.23951346804347,1958.478540707431,537.8475996852927,831.1960670623046,2339.900789476054,5185.607497049473,422.62090804,0.08451970008384926,0.6799435274218568
