County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males","Women imprisoned per 100,000 females","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population",Change in imprisonment rates per adult felony arrest compared to 2009,"New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Marin,260.38437693738376,0.6396748926264111,656.5835314804084,-236.5835314804084,19.24776,-10.842150080684155,11932.895226286422,-6721.729746239402,333.60790774299835,37.59398496240601,515.8562367864693,214.76510067114094,102.6252983293556,243.41996851031138,473.3133100377482,17.346454962820765,141.415410277419,55.638849945214034,24.921568204627118,8.693570303939692,0.5795713535959794,63.75284889555775,27.819424972607017,35.93342392295073,-0.12762573491710238,73.15561066336019,0.4919092214862116,57.405281285878296,58.823529411764675,141.79104477611938,79.99999999999996,68.38941972432558,39.80201364809748,81.87976653180357,674.8980571743967,55.47704304976795,0.8090277777777778,178.54928704277742,1.0118593235437026,210.87314662273477,80.20050125313283,166.91654983564212,299.1807589374408,37.00577058735096,708.0,438.9336639801612,0.7522247390036213,544.4810543657331,117.79448621553884,772.4940689751891,54.35222555017173,0.4067796610169492,661.0,47.0,1411.9722906866798,205.72305720287852,1206.2492334838012,934.848593350315,274.1372502508983,259.0683950574028,242.8403971567154,1418.7712552736452,461.4157020110324,693.3510777498582,1391.9560310406612,4759.807350598378,693.4630381220996,0.07147050093988062,0.5749654159617124
Mariposa,320.6751054852321,0.7877884844011099,96.47259575998561,-20.47259575998561,3.482928,-0.9382181184886205,14695.898734177214,-3958.7262383486104,354.1666666666667,177.77777777777777,687.5,340.9090909090909,106.38297872340425,609.8875507970148,1060.1808543810414,131.62224415926292,353.09279256669276,120.37254292046345,40.12418097348782,24.07450858409269,16.049672389395127,104.32287053106832,40.12418097348782,64.19868955758051,-0.24353564859893984,122.36286919831224,0.8227861565279454,139.07284768211917,47.61904761904763,125.0,266.6666666666667,232.72024964622932,199.63419039946208,286.5675701560982,1018.8503240019218,501.85057840243337,0.5428571428571428,147.67932489451476,0.8369157013399515,145.83333333333334,155.55555555555557,280.8692668144147,436.54505768631117,115.16946363935504,111.0,468.3544303797468,0.8026447230293056,500.0,333.3333333333333,1496.7259120673527,246.79170779861795,0.3153153153153153,96.0,15.0,1208.6759754953364,204.205530106518,1004.4704453888183,1901.8861781433225,513.5895164606441,353.09279256669276,377.1673011507855,2993.4518241347055,740.375123395854,1435.4648928723227,6017.9189732780615,8150.802592015374,1881.939669009125,0.1256362175194214,1.0107174164999067
Mendocino,249.12770411723656,0.6120211176102169,583.3132055867484,-226.31320558674838,16.360596,-10.371481585629503,11417.024424284718,-7237.600548241106,308.7431693989071,53.73134328358209,611.8980169971671,175.18248175182484,110.88709677419355,598.4219578013657,1126.1710185369743,61.18910833871571,362.0704282495658,80.46009516657017,92.19385904502832,20.115023791642543,15.086267843731909,56.992567409653866,3.352503965273757,53.64006344438011,-0.066729293037737,85.1360781577111,0.5724676692217681,72.01646090534977,116.6666666666666,210.52631578947367,87.43169398907104,204.5027418816992,162.78943733985756,240.28531050126855,1942.106268469974,348.4448677505928,0.5732758620689655,161.8981158408932,0.9174952232574198,185.79234972677597,83.58208955223881,388.89045997175583,677.6958341638428,95.18305741578,589.0,411.02581995812983,0.7043975331901817,494.53551912568304,137.3134328358209,1803.8668527008172,156.3721657544957,0.3938879456706282,543.0,46.0,1619.3042904740787,554.9301220163977,1064.3741684576808,2402.069091118647,591.7169498708181,459.2930432425047,831.4209833878916,3647.5981662348013,1138.7972940816535,2260.4476156334513,2059.58837572516,9225.004775232375,3985.3381748974048,0.16358625757854126,1.316017649203046
Merced,305.41735765616363,0.7503054436784814,1472.733550462565,-367.73355046256506,50.63994,-16.852493150598434,13996.666666666668,-4657.958305859156,366.29526462395546,71.04557640750672,662.5,254.65116279069767,132.89962825278812,694.9363268811986,1310.7564260705965,67.53140847582885,399.981451489993,137.7294620696674,89.93293641991981,45.90982068988913,3.1445082664307624,147.79188852224584,25.784967784732252,122.0069207375136,-0.052546652121452486,105.30679933665009,0.7080986025428784,91.9854280510018,100.9688934217236,142.13197969543148,157.5757575757575,239.61152990202413,179.7123010344934,240.73885001995362,964.887900086262,176.2012799144963,0.7092084006462036,171.0889994472084,0.9695810166127689,198.81615598885793,64.343163538874,389.29012338412844,711.4466913367971,61.16052088376953,1724.0,476.506357103372,0.816615127797195,565.1114206128134,135.3887399463807,2022.2031174073936,128.6919293595984,0.3590487238979118,1623.0,101.0,2331.6405731982245,564.7734275662477,1766.8671456319767,2275.3661815892997,603.7455871547064,540.8554218260912,676.6981789359,3578.414881820107,950.5364287352514,1953.7040251076612,2384.287297419844,6788.67558274977,1118.2004302266116,0.19028081316234383,1.5307698344167031
Modoc,151.68539325842698,0.37263886100552207,72.45621116150818,-45.45621116150818,1.237356,-2.0831672451095966,6951.43820224719,-11703.186770278633,197.08029197080293,0.0,338.7096774193548,111.1111111111111,30.303030303030305,429.93802464447725,852.8111181301326,0.0,334.396241390149,63.694522169552194,15.923630542388048,15.923630542388048,0.0,63.694522169552194,0.0,63.694522169552194,-0.4177238129757159,33.70786516853933,0.22665670565337823,23.255813953488367,136.36363636363635,0.0,0.0,95.54178325432828,58.78130392239283,393.0254989081796,0.0,0.0,0.5625,89.8876404494382,0.5094035857915082,87.59124087591242,97.5609756097561,254.77808867820877,379.0271636133923,128.0,43.0,241.57303370786516,0.4139969821030293,284.6715328467153,97.5609756097561,1231.838281743525,128.0,0.37209302325581395,39.0,4.0,1178.1727986771382,175.69243489045044,1002.4803637866878,2834.4062365450727,987.2650936280589,573.2506995259697,525.4798078988056,4327.226784586229,1312.0,2527.596068662892,2882.186991993317,7686.215671010611,6371.882251058417,0.1765033407572383,1.4199329150145856
Mono,194.44444444444446,0.4776831489844449,58.61626071492797,-30.616260714927968,1.283184,-1.4030819960437189,8911.0,-9743.624972525824,213.67521367521366,111.1111111111111,325.0,209.30232558139537,88.23529411764706,269.21412006417654,444.99822000712,62.9987400251995,124.99227002979625,86.53311002062817,28.84437000687606,19.229580004584037,0.0,57.68874001375212,19.229580004584037,38.45916000916807,-0.2222222222222222,48.611111111111114,0.32686835097697836,44.44444444444444,23.809523809523803,0.0,181.8181818181818,67.30353001604414,52.86219345337957,42.342323079889944,0.0,452.06119110790854,0.6923076923076923,180.55555555555554,1.0232290777096789,213.67521367521366,37.03703703703704,249.9845400595925,444.99822000712,20.999580008399832,54.0,375.0,0.6426581059390049,427.3504273504273,148.14814814814815,889.99644001424,83.99832003359933,0.48148148148148145,50.0,4.0,1728.7799348164945,418.0246563695622,1310.7552784469322,1384.5297603300507,384.5916000916808,413.4359700985569,326.90286007792866,2082.5916696333215,566.9886602267954,1189.3993527010405,1778.3775693553782,3369.5620499372076,2486.336551093497,0.12119035402770652,0.9749513631183434
Monterey,429.1791791791792,1.054345689199901,1626.601234839251,88.39876516074901,78.59502,4.051138609786806,19668.423423423425,1013.7984508976006,511.3165444692381,129.22002328288707,847.1999999999999,253.49087003222343,278.4552845528455,626.0188163961376,1119.1114087966064,85.59267141667438,386.56205630525346,86.14602954489123,100.01700040381438,41.612912576769496,2.920204391352245,134.69442755112232,13.870970858923164,120.82345669219914,-0.06995299961448687,162.16216216216216,1.0904025299000357,134.3028229255775,171.82859567246499,207.31707317073167,126.76056338028168,236.53655569953182,163.42053244786482,280.65867077182907,775.4889349266773,72.5507836605837,0.7314453125,256.2562562562563,1.4522336459801959,290.72362129423016,130.38416763678694,373.78616209308734,636.3027461486939,86.36377656457235,2739.0,685.4354354354354,1.1746683698144371,802.0401657634683,259.604190919674,1755.4141549453002,171.95644798124673,0.3738590726542534,2516.0,223.0,1973.9072927313205,489.8695364636574,1484.037756267663,1458.6420934804464,456.2819361487883,339.8387860436175,359.18514013632614,2188.6860906452334,662.3793220443539,1216.806384914356,1633.3641654548178,3740.5936861169143,572.3450711001603,0.12341853752672162,0.9928766390783916
Napa,270.4626334519573,0.6644337039254913,571.9155993366236,-191.9155993366236,17.41464,-8.795108086398786,12394.7615658363,-6259.863406689525,319.18656056587093,69.34306569343066,628.0487804878048,265.57377049180326,171.7791411042945,418.11596110114476,789.0365448504983,42.39841117532858,226.66286312325218,89.12471802419138,61.617089004379224,15.404272251094806,7.702136125547403,97.92715931053128,23.106408376642207,74.82075093388906,-0.13412569533220464,119.5729537366548,0.8040263494494213,90.15256588072126,165.9663865546219,133.3333333333334,82.1917808219178,184.85126701313766,123.33743719170234,285.3391018050717,1010.0997714326876,68.85020856627796,0.6600790513833992,180.0711743772242,1.0204840339205863,199.82316534040672,98.54014598540147,278.377205680499,493.9674768316139,60.25037377546694,633.0,450.5338078291815,0.7721045429359717,519.0097259062776,167.8832116788321,1283.0040216821124,102.64878495079553,0.39968404423380727,587.0,46.0,1497.6478076689518,476.29151089032126,1021.3562967786305,1545.928750913443,360.9000927399355,335.5930740417083,358.6994824183505,2472.0230809582094,611.4297190547386,1368.0968033110364,1719.2583855596722,7575.748285745154,837.6775375563817,0.09860003010687943,0.7932168737970229
Nevada,176.62337662337663,0.433902912324275,313.43417187843426,-177.43417187843426,6.232608,-8.131453228844885,8094.296103896105,-10560.32886862972,214.89001692047378,50.27932960893855,409.5238095238095,156.97674418604652,63.43283582089553,203.78949804335778,382.55316585336465,26.842434907095353,128.86688846859388,40.458209170372506,25.473687255419723,11.987617531962222,2.9969043829905555,34.46440040439139,8.990713148971668,25.473687255419723,-0.15399962356484098,51.948051948051955,0.34930643814979506,32.68945022288261,166.66666666666666,76.92307692307693,333.3333333333333,59.93808765981111,37.82233772061089,204.30919090929024,425.18036217724347,203.41373233121698,0.5029239766081871,222.07792207792207,1.2585410993767798,238.57868020304568,167.59776536312847,256.2353247456925,424.72438098680647,89.47478302365117,307.0,398.7012987012987,0.683276323890128,453.46869712351946,217.87709497206703,807.2775468401711,116.31721793074652,0.5570032573289903,268.0,39.0,1186.994841801712,315.78733601397124,871.2075057877406,1153.808187451364,314.6749602140083,257.73377693718777,401.5851873207345,1780.2277245617206,533.866205374452,1157.0196948168696,1225.8551454557416,5527.344708304166,610.241196993651,0.09496275806908504,0.7639557716265551
Orange,380.3042087978567,0.9342766904430756,9420.121565728216,-619.1215657282155,403.332228,-28.37310311419266,17428.581280788178,-1226.0436917376464,467.4719101123596,89.85398727068514,973.8703339882122,279.1732909379968,184.24926398429832,431.6677889673562,823.7537272356484,47.00421569059475,243.12887511773488,86.1275579396293,73.66947154061687,36.44235509632379,1.6185702801866555,88.92327024176988,19.373795777991784,69.54947446377811,-0.109210837596593,153.271108806499,1.030617762953006,133.62672534506908,173.065204143815,193.93455706304854,129.0953545232274,173.97178132794144,143.25102077537596,266.8766357540752,714.76743702019,60.86968091665079,0.5554447215295095,259.9170339642209,1.4729796938450492,296.17977528089887,139.08648446274805,295.02121925220405,521.9119877402162,72.75860887106646,14816.0,640.2212427620776,1.0971823233477136,763.6516853932585,228.94047173343318,1345.6657149758646,119.76282456166122,0.4059800215982721,13593.0,1223.0,1307.5517493849202,228.9292758682293,1078.6224735166911,1135.0591946690781,249.65220382272958,308.50930492042613,399.83590679035194,1762.1459373626417,523.1177504565774,1072.023731820515,1542.0583072973125,3685.611516816044,471.50946013087434,0.09307280991713453,0.7487515291622919
Placer,305.2726183343319,0.7499498689268757,1358.7574879613162,-339.7574879613162,46.698732,-15.570406158291199,13990.033553025763,-4664.5914195000605,382.9614604462475,85.91065292096219,639.8104265402843,325.2212389380531,226.86230248306998,447.25923140998475,852.4548713641988,64.9322540149777,177.7625011982766,129.04240827726744,88.2228709650706,39.063858288016334,2.1945987802256366,136.94296388607972,22.384907558301496,114.55805632777825,-0.04624364040632145,117.7351707609347,0.7916688230116048,112.52485089463221,132.38770685579192,111.57024793388426,170.88607594936707,172.49546412573505,161.99266604416516,202.0442986410336,857.6513668600765,121.25030863695157,0.6570841889117043,145.89574595566208,0.8268079545746458,170.38539553752534,76.74684994272624,213.75392119397702,379.2701758188172,58.00614692004675,1506.0,451.16836428999403,0.7731920172112174,553.3468559837729,162.65750286368845,1231.725047183016,122.93840093502446,0.3233731739707835,1364.0,142.0,1422.95263384568,223.8961350107955,1199.0564988348845,1465.1141456786352,277.83620557656565,396.78345946479516,388.8829038559828,2225.954722365201,755.8114367343405,1439.6168024772983,1526.1560415206648,7687.097436301428,709.5388431347537,0.06533312938831297,0.5255915296638256
Plumas,208.19112627986348,0.5114540200730575,119.26780826023537,-58.26780826023537,2.795508,-2.670297116950066,9540.982935153583,-9113.642037372241,261.0619469026549,29.850746268656717,406.5934065934066,244.44444444444443,130.95238095238096,444.68499603483843,857.5581395348837,29.244041526538965,269.72696480801676,80.1890976456266,80.1890976456266,7.289917967784237,7.289917967784237,65.60926171005814,0.0,65.60926171005814,-0.14780432309442548,85.32423208191128,0.5737328442306787,75.39682539682539,210.52631578947367,181.8181818181818,0.0,182.24794919460592,159.7317328976029,403.6523402440812,1571.267233567578,0.0,0.6190476190476191,143.34470989761093,0.8123509401402124,154.86725663716814,119.40298507462687,306.1765546469379,508.7209302325582,116.97616610615586,103.0,351.53583617747444,0.60244627906,415.929203539823,149.25373134328356,1366.279069767442,146.22020763269484,0.4077669902912621,94.0,10.0,1755.614465062772,545.1908167858751,1210.423648276897,2135.9459645607812,663.3825350683655,328.04630855029063,612.3531092938758,3284.8837209302324,979.6753911390554,2118.5471942208387,1917.3486161593855,8641.969784621679,1561.625948104784,0.1236061684460261,0.9943860910641266
Riverside,583.7676438653638,1.4341163986123042,7497.996683117868,3255.003316882132,492.788484,149.17029200607433,26752.90358306189,8098.278610536065,709.0947427607534,158.3969465648855,1357.2832496178205,444.9484536082474,325.4562920268972,771.5544419361983,1454.4316990858804,95.43397305714971,445.9416773582696,154.84185675609746,121.54870497906816,54.10137163767261,5.0226737594656266,210.45003052160976,36.09149858587443,174.35853193573533,0.1014663642207998,195.33116178067317,1.313435823339415,170.1439905965325,194.66603167043704,273.2847834419318,151.81518151815183,258.1654312365332,198.78231873949474,274.2453913703337,796.5363120623334,73.34226003813524,0.7796448953709575,171.2269272529859,0.9703626693349017,195.10823727860557,90.17175572519085,226.30732910506555,400.1885614691648,54.328376228317154,13907.0,754.9945711183497,1.2938756828510665,904.2029800393591,248.56870229007632,1854.6202605550454,149.76234928546688,0.2267922628891925,12865.0,1042.0,1964.6865589926088,301.3504881832284,1663.3360708093805,1321.6807235622405,328.55461635133,347.9995390486898,373.4716702574084,2051.1105376740916,602.4988178547766,1168.3181876865294,1408.7994141403253,2914.674948345901,483.10227807728205,0.12111075701217262,0.9743110215712169
Sacramento,461.5057680631451,1.13376100403771,6704.234819269886,896.7651807301136,348.338628,41.096954702499644,21149.886338797816,2495.2613662719923,567.4572011936548,100.37473233404711,1093.5971542907957,285.32974427994617,230.9378806333739,803.0941649473624,1558.8326660223663,77.95674336224316,519.7237465302032,134.3949188018741,100.16225080517032,34.76094991023315,2.4300968022351443,237.72686108822066,58.850605167172844,178.8762559210478,0.05036058211339989,130.78324225865208,0.8794059990687415,98.43919023334874,130.9408341416101,156.3915012190874,183.84879725085912,227.58384834845657,131.17572681334153,217.1142789434969,959.6974850366623,118.39730429880537,0.5870921305182342,253.0661809350334,1.4341551226209135,292.99513114496625,116.97002141327623,440.3758031180906,804.8719453265221,90.84559159813404,11769.0,714.5719489981785,1.224601214134167,860.4523323386211,217.34475374732335,2363.7046113488886,168.80233496037718,0.35415073498173166,10957.0,812.0,2846.005517981311,601.9935977899914,2244.01192019132,1740.1606231657752,475.2424094110296,471.01615410279453,433.71945100762036,2747.0488747756453,776.6570485369078,1332.5559312545265,1658.1097895610758,6136.506635947124,643.9928140364927,0.12684362706256863,1.0204307768525331
San Benito,308.0,0.7566501079913608,203.52868303794432,-49.52868303794432,7.057512,-2.269800486262912,14115.024,-4539.600972525825,364.3410852713178,115.04424778761062,457.3170731707317,275.22935779816515,383.83838383838383,430.18187162460146,789.2969099865652,73.0788689639665,209.5041582587345,83.8016633034938,106.14877351775881,58.661164312445656,8.380166330349379,47.48760920531315,16.760332660698758,30.72727654461439,0.07158333333333333,160.0,1.0758638295013687,121.79487179487178,184.04907975460122,0.0,100.0,223.4711021426501,130.64438320206006,312.1291366107964,0.0,56.63121089865612,0.688,250.0,1.4167787229826323,273.90180878552974,168.141592920354,349.1735970978908,593.372145096283,106.80757771656643,279.0,558.0,0.9562752616372392,638.2428940568475,283.1858407079646,1382.6690550828482,179.8864466805329,0.44802867383512546,247.0,32.0,1980.1264679313458,384.8238482384824,1595.3026196928636,1396.6943883915633,458.1157593924327,304.4793766693608,276.5454889015295,2166.3681146439767,635.2240148406319,1072.6591462905988,1695.901642251994,2997.467416712762,566.3121089865613,0.11568645274672,0.9306736142874438
San Bernardino,410.3709721093962,1.0081403907892672,12026.102823346055,97.89717665394528,555.618672,4.486431811697004,18806.480909829406,151.85593730358232,500.8436195719741,120.1936770150954,867.3801137903008,305.96931347295333,229.000682904621,916.2407759778334,1720.081185392119,127.1888845353989,483.8906044693227,206.46402177263622,152.05183448262957,61.06256573656297,10.277857599223472,209.33577610183096,46.854939055283474,162.48083704654752,-0.02672363453597293,197.40048740861087,1.3273502770554049,171.53838373621915,196.327574184551,249.52967333675386,158.3610188261351,440.73871704905355,352.34043102593574,416.5978436858003,1278.709479845668,119.64481192686617,0.8235071090047393,178.54725155699975,1.0118477882119397,194.92052215611403,126.03246938194246,398.64484438164567,669.4287592084577,133.36749148557823,17399.0,588.9182236663959,1.0092615204650912,695.7641417280881,246.2261463970379,2389.5099446005765,260.55637602097715,0.3031783435829645,15670.0,1729.0,2122.258949141419,442.27625368420485,1679.982695457214,2232.7134184666047,557.8760646872622,674.7866948784291,663.9798299027751,3434.3677710462152,1058.1994635160795,2054.0034443121635,2121.9527894446032,5124.478635132023,755.5193368528682,0.1279826464208243,1.029593952295487
San Diego,408.3453434904948,1.0031641176943253,11862.465762183547,37.53423781645324,545.3532,1.7201190506524193,18713.6504014824,59.025428956574615,500.3583587170758,107.0695218539161,831.3682141979858,364.51330020461853,220.58660763696736,558.603837559725,1036.1165941910685,69.86334538236784,317.74700642367884,117.07209839276925,93.55440741651528,28.39960686753224,6.618751352598422,178.7062865201574,31.82633629121794,146.87995022893946,-0.1255472997944217,137.73934527486102,0.9261798717526452,110.11108408335362,150.28778512044346,177.06958325476143,144.53860640301326,188.42317680375933,125.6378478678146,223.46790423637174,891.2887830164198,98.04843808162154,0.6423076923076924,160.59295861642988,0.910098747314353,178.3730514244759,102.37606336168965,219.6862151075221,369.3658261476127,66.80084257108595,16580.0,568.9383021069248,0.9750208310085057,678.7314101415517,209.44558521560575,1405.482420338681,136.6641879534538,0.2822677925211098,15152.0,1428.0,1743.4236697319218,374.89761098196504,1368.526058749957,1367.9691625349164,382.19768448834293,321.1737358473645,424.1164430547996,2070.749046438801,652.5045052287451,1141.0099983459183,1486.933246486269,5033.551029111901,678.3546660761043,0.11684824982939411,0.9400200318180096
San Francisco*,110.27605145252205,0.27091034493640154,5632.859831758147,-4106.859831758147,69.933528,-188.20917236981236,5053.73088596618,-13600.894086559645,127.7084991598125,32.39826155669696,330.82214215525715,116.0377358490566,39.22883487007544,247.05494425836892,450.8484630875626,27.575631212924225,163.51605091805544,39.826681708754094,37.88391674735146,4.856912403506597,0.9713824807013194,33.02700434384486,6.961574445026123,26.06542989881874,0.04958205098776025,41.19092354386472,0.2769739046537524,37.466495098842245,32.79506597573249,226.69635327472685,102.25205896210517,92.28133566662535,37.80983381174991,91.27700840549676,980.4700013234154,22.32832843786249,0.8292108362779741,122.70559329382858,0.6953866950786268,133.98779517113294,72.30343737653101,274.9012420384734,473.01621992912555,61.54073795079431,3224.0,232.98164474635064,0.3992734467499835,261.6962943309454,104.70169893322797,923.8646830166883,89.11636916371855,0.5266749379652605,2959.0,265.0,1894.8755972977456,719.5447838578167,1175.330813439929,2240.3317946574766,494.2717855968547,343.22180984779953,965.7160828972285,3530.293332500742,851.1453975598929,1009.1638866139438,2783.2543002974717,4325.03649555938,218.36556314369588,0.11743235932636845,0.9447190720580877
San Joaquin,418.99238854657483,1.0293202468874156,3369.21381901013,98.78618098986999,158.931504,4.527173102403762,19201.58318231243,546.9582097866078,509.48927634624283,92.42761692650333,941.253836036826,334.4066237350506,241.7950435365037,793.5990307868358,1515.6174695338857,76.17299529654699,491.30828117051215,166.3628879417617,82.60935701097108,24.027652316210425,1.144173919819544,153.7769748237467,24.94299145206606,128.83398337168066,0.06153698440107891,139.78494623655914,0.9399347972794215,100.69008782936008,142.06321639458145,189.73747016706437,204.1198501872659,264.76184504624246,188.6072866356133,260.03171910563367,993.9396417634663,140.61033664402055,0.6675257731958762,140.63066328379847,0.7969701261576823,155.68585094892765,86.30289532293986,266.3636885339899,463.13083790420677,71.12538717448663,4632.0,559.6230518303734,0.9590567747443021,665.1751272951705,178.7305122494432,1978.7483074380923,147.2983824710336,0.25129533678756477,4311.0,321.0,3235.0410113562066,804.3555181496911,2430.6854932065157,1894.0655068692733,521.972142221676,497.4868203375378,341.6503324581158,2974.7779588277144,824.1367442927613,1873.1465102627267,1830.3944237288983,5238.499495583554,688.8616492468531,0.1437333806062755,1.1563053550916995
San Luis Obispo,341.93840579710144,0.8400251028336706,898.7826642955621,-143.78266429556209,34.60014,-6.589271939337019,15670.353260869568,-2984.2717116562562,420.7459207459208,67.07317073170732,683.1210191082803,312.3844731977819,186.50088809946712,397.0992644997161,725.1835558100059,36.43309007805513,225.6365357223552,88.88712013304904,55.22572552645058,24.720086664220737,2.629796453640504,98.88034665688295,29.979679571501745,68.9006670853812,-0.12530362861640343,151.268115942029,1.0171493406178023,133.60881542699724,175.43859649122797,248.06201550387595,140.35087719298238,175.67040310318566,141.2975465899465,275.4425063448369,672.7497477629537,67.98066399781095,0.5589519650655022,207.42753623188406,1.1755156795761696,228.43822843822844,134.14634146341464,240.88935515347018,393.72846797440764,72.86618015611026,1213.0,549.3659420289855,0.9414786020579866,649.1841491841492,201.21951219512195,1118.9120237844136,109.2992702341654,0.37757625721352017,1114.0,99.0,1399.4283659495877,265.7987121551932,1133.6296537943945,1161.3181139276467,330.30243457724725,284.5439762839025,296.1150806799207,1723.566456745111,543.184252072822,1057.5465858175378,1570.0222861655711,2712.0224206694074,484.3622309844033,0.1508722242491327,1.21373587748378
San Mateo,310.93814010651374,0.7638681080851509,1987.2540611824882,-469.25406118248816,69.566904,-21.50497511587107,14249.673084801309,-4404.9518877245155,370.59128630705396,86.74463937621832,844.3680137575237,209.50155763239874,122.85168682367919,308.42500624926174,586.470547194668,35.997265825651894,199.52131497811263,54.65502416406548,39.2134559987533,17.47335345022168,1.828606756418548,80.865054339398,18.286067564185476,62.57898677521252,-0.10804423823574505,117.98443260958624,0.7933448968055975,109.04071773636981,102.35294117647064,182.6589595375723,99.07834101382493,117.03083241078707,75.96970064305904,143.57603163130878,1143.0573921924793,57.64553529569777,0.7215064420218038,206.67759115116755,1.1712656546411109,229.51244813278007,120.85769980506822,205.00713524736832,363.20954112475937,50.15349395933522,2527.0,517.6157312576812,0.8870665212114516,600.103734439834,207.60233918128654,949.6800883194275,86.15075978498712,0.3992876929165018,2314.0,213.0,1447.3680553432425,249.45037535680464,1197.9176799864379,991.9175760928166,236.29662863497458,260.8812305823795,319.19346825928204,1582.5265430249403,414.9797161474027,696.7094698214726,1402.7543320300279,6257.877495230978,581.8177283333215,0.06296905406783192,0.5065730320720907
Santa Barbara,451.4124293785311,1.108965141032169,1440.9830759086458,157.0169240913542,73.233144,7.195771597258581,20687.32881355932,2032.7038410334972,535.2415026833631,136.91275167785236,845.360824742268,368.3510638297872,286.43724696356276,557.9139680800762,1025.2263241935593,72.5746202283966,314.9176465633471,96.70974290249129,98.80453877763551,40.49938691945484,4.1895917502884314,108.58025286164185,30.723672835448497,77.85658002619334,-0.04843107609877717,192.090395480226,1.291644428073677,137.5698324022346,235.19362186788152,257.7777777777779,94.48818897637794,237.41019918301112,138.55305851493247,356.67640340531415,1029.5066123381596,52.596299328153705,0.7146092865232163,249.43502824858757,1.4135769631566828,270.8407871198569,169.1275167785235,308.2841262920571,518.780967523078,89.65100145860757,2481.0,700.8474576271186,1.2010807991221628,806.0822898032201,306.0402684563758,1544.0072917166374,162.22562168700415,0.3559048770656993,2253.0,228.0,1484.1229250679414,433.90031841354295,1050.2226066543983,1235.9295663350874,372.52453312981305,262.5477496847417,344.94305410708085,1915.4462407225926,530.079334021132,1007.147105550169,1516.5224319121833,3993.7756513118247,556.6441678896268,0.14945797749976367,1.202358554534729
