County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males","Women imprisoned per 100,000 females","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population",Change in imprisonment rates per adult felony arrest compared to 2009,"New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Glenn,294.39252336448595,0.7232212162194399,174.22055268048032,-48.220552680480324,5.774328,-2.209851488241052,13491.420560747662,-5163.2044117781625,372.30769230769226,48.543689320388346,660.1941747572816,256.0975609756098,174.24242424242425,710.4068822699236,1338.0515315713812,57.85697755149271,383.39419043138736,118.40114704498727,129.6774467635575,28.190749296425537,16.914449577855322,84.57224788927662,11.276299718570215,73.29594817070641,-0.055490654205607504,119.1588785046729,0.8012420459195356,109.02255639097747,131.1475409836066,71.42857142857143,192.30769230769226,287.5456428235405,281.68989080104006,253.11123698375857,840.9213924051012,499.4720674515854,0.7051282051282052,182.2429906542056,1.032791966286405,193.84615384615384,145.63106796116503,439.77568902423843,696.6714585867521,173.57093265447813,204.0,476.6355140186916,0.8168364711000435,566.1538461538461,194.17475728155338,2034.7229901581336,231.42791020597085,0.38235294117647056,184.0,20.0,1589.3287923939265,258.97545054633173,1330.3533418475947,2413.1281397740263,580.7294355063661,462.32828846137886,744.2357814256342,3593.940064138007,1191.8537375607498,2583.7762397612637,1929.9731820011586,11772.899493671415,2597.2547507482445,0.16606674394484777,1.3359726496107034
Humboldt,302.06830206830205,0.7420779655219082,846.2722640717725,-218.2722640717725,28.779984,-10.00298131788119,13843.186147186147,-4811.438825339677,376.5079365079365,69.44444444444444,705.2401746724892,283.2512315270936,196.31901840490798,656.9213838063501,1219.4369614838884,74.62845689673554,337.8751703335208,120.29611327664055,133.89480434269555,72.17766796598433,13.59869106605502,43.93423267494698,2.092106317854618,41.84212635709236,0.051032174319845414,150.55315055315054,1.012341806860054,135.61320754716982,204.08163265306135,135.5932203389831,243.3628318584071,327.4146387442477,302.27526887649867,233.89832758626918,727.2489717987046,557.9739749536723,0.7319034852546917,179.41317941317942,1.016755100861033,198.73015873015873,119.04761904761904,390.17782827988634,643.6488515083591,127.93449753726092,1001.0,481.48148148148147,0.8251412718229197,575.2380952380952,188.4920634920635,1863.0858129922476,202.56295443399648,0.3726273726273726,906.0,95.0,2261.935723574215,393.08935537804194,1868.8463681961732,2174.7445174098757,479.0923467887075,424.69758252448753,682.0266596206055,3238.8081186123504,1074.6497793129918,2228.9515478893118,1146.1018051727183,5363.461167015445,2292.765787991453,0.19115029930431968,1.5377646708138148
Imperial,166.05913325232888,0.40795019840365715,1005.0246368413691,-595.0246368413691,18.78948,-27.268789057166263,7610.157958687729,-11044.467013838095,197.1616827166751,42.33870967741935,421.3709677419355,138.53503184713375,96.84439608269858,368.25755550653946,673.9198225979696,39.677291363576245,187.72153439235794,78.14245690016813,79.93883521971223,23.352918154073237,4.4909457988602375,43.11307966905828,11.676459077036618,31.436620592021665,-0.03922930046866857,79.78938841636291,0.5365157310950022,68.64988558352402,78.09110629067243,127.81954887218045,109.09090909090907,176.94326447509337,179.1529524610003,165.7014659081653,365.0093884171975,198.08743636856855,0.7531531531531531,224.78736330498177,1.2738958141034604,255.44855549923972,102.8225806451613,498.49498367348633,873.1506184816881,96.35913616868517,965.0,390.8464965573106,0.669815117841112,452.6102382159148,145.16129032258067,1547.0704410796577,136.0364275322614,0.5751295336787565,893.0,72.0,2134.469287105482,351.94824424524757,1782.5210428602345,2217.6290354771854,445.50182324693554,564.0627923368459,825.4358378305117,3418.1074806832753,937.1398341111342,2609.661340848571,2121.8993273240067,2855.6616858521925,1815.8015000452117,0.18969598464106116,1.5260650097745978
Inyo,338.09523809523813,0.8305837610913206,85.48204687593662,-14.482046875936618,3.253788,-0.6636832442304234,15494.228571428572,-3160.3964010972522,402.4390243902439,108.69565217391305,647.0588235294118,225.0,150.0,582.3467784813882,1062.1177985194722,84.28860418071477,360.8909613124097,73.81860572299288,73.81860572299288,8.202067302554765,0.0,49.21240381532859,8.202067302554765,41.010336512773826,-0.2846616541353384,100.0,0.6724148934383554,104.00000000000001,117.64705882352943,250.0,63.82978723404256,172.24341335365006,154.20538965412058,192.1601521755739,1219.031477052907,187.7224606118472,0.5,342.85714285714283,1.943010820090467,378.0487804878049,217.3913043478261,590.5488457839431,997.7470228516253,168.57720836142954,143.0,680.952380952381,1.1669855130067008,780.4878048780488,326.0869565217391,2059.8648213710976,252.8658125421443,0.5034965034965035,128.0,15.0,1170.3441241208998,370.430020937349,799.9141031835508,1722.4341335365007,557.740576573724,328.0826921021906,492.1240381532859,2639.2018023817186,775.4551584625758,1482.7441312896206,1633.3612934923779,4876.125908211628,2940.985216252272,0.11662870159453304,0.9382538116219774
Kern,363.7499081625156,0.8936084652370617,5540.45780965892,-589.4578096589203,226.894428,-27.013672501048998,16669.930791271767,-1984.6941812540572,429.81146163897705,119.4338971349672,613.6919315403422,293.96984924623115,339.25049309664695,921.9361442175593,1635.7107083106891,136.42242059111123,420.653150835683,196.08134919432237,224.19937742636668,133.32786896783932,6.889847977388345,251.20013301342914,76.7193882887567,174.4807447246724,-0.016968033225885693,173.53611049886123,1.1668826524879845,159.60591133004928,174.51349654739482,207.21649484536078,169.6428571428571,439.8329979078722,363.1923495709641,449.1962767483173,1304.999598770899,106.6163031600051,0.8171206225680934,169.9360811108662,0.9630472959397042,190.87175658017546,92.50949257852952,430.7086046405201,726.390531703661,105.66823329022489,7264.0,533.6859892733819,0.9146070054203085,620.6832182191525,211.9433897134967,2362.10124001435,242.09065388133615,0.3184196035242291,6650.0,614.0,2982.9734456081587,579.629911231917,2403.343534376241,2534.5329951414265,685.4467676963918,667.0117690541906,660.8667695067902,3805.6470203780073,1142.2420591111252,2275.557005027954,2573.9916146045675,6297.75925775011,628.475050206346,0.17941685787263517,1.4433715583448576
Kings,1145.7142857142858,2.8146260974446724,569.8803125062441,1034.119687493756,73.508112,47.39163703846385,52505.794285714284,33851.16931318846,1358.6142322097378,460.8433734939759,2119.3181818181815,1259.6899224806202,1066.4556962025315,1568.4843288076438,2372.892443048946,372.15411558669,729.4821130240039,317.80386961501506,329.53816633926175,145.70085099272998,18.57930314672396,377.4532112966025,124.18797366494435,253.26523763165818,-0.07069037090515295,484.2857142857143,3.256409269651464,413.9534883720929,490.0924702774106,711.1111111111111,423.07692307692315,662.9877649199392,461.8304650593694,763.4172902897178,1103.1144000064235,513.8473709658299,0.5625,240.0,1.360107574063327,266.85393258426967,153.6144578313253,328.56030827890794,466.07467006819405,124.05137186223001,1940.0,1385.7142857142858,2.3747747152793703,1625.4681647940074,614.4578313253012,2838.9671131171403,496.20548744892005,0.1731958762886598,1736.0,204.0,1458.6328584498758,348.32048098287805,1110.3123774669978,1369.0012844954495,344.20603724457015,252.28737957130429,309.00314707183,1746.5535004660749,807.5501070247129,1115.657865031061,1557.7005087582659,1551.2546250090331,1214.5483313737795,0.1597964188448125,1.2855291794804242
Lake,383.9541547277937,0.943243352722457,426.1890622814554,-24.189062281455392,18.422856,-1.1085363462345377,17595.85100286533,-1058.773969660495,486.4516129032258,91.91176470588236,775.9197324414716,420.73170731707313,204.6979865771812,924.1772755284644,1727.6143341581887,116.16020815909303,533.3560396084671,158.62744281458717,140.2358552418814,75.86529873741125,20.69053601929398,172.42113349411648,27.58738135905864,144.83375213505786,-0.1324849586083774,147.08691499522445,0.9890343227269028,125.48015364916776,190.14084507042256,179.10447761194024,298.24561403508767,354.03806077458586,293.5128417515512,410.18091579674956,1541.1556434768193,618.5435056239039,0.745,191.0219675262655,1.0825434368539693,228.38709677419357,84.55882352941177,459.789689317644,811.1080560901842,106.86739150636558,602.0,574.9761222540593,0.9853681751678599,714.8387096774194,176.47058823529412,2538.722390248373,223.0275996654586,0.33222591362126247,554.0,48.0,2232.1844072844597,452.95194366022395,1779.2324636242358,2406.9990235778664,687.3855855298777,377.02754524046804,685.0866370832896,3551.4618275135185,1263.823064770932,2339.1176470200144,2157.2477793754974,8604.785676078911,2073.9399894448547,0.19349293100351525,1.5566106589020485
Lassen,434.1317365269461,1.0665124198882816,135.95716026934682,9.042839730653185,6.64506,0.4144152591763742,19895.38922155689,1240.7642490310645,556.4853556485356,126.31578947368422,850.0,406.25,301.58730158730157,547.4307102647876,737.3322984809846,144.92753623188406,320.9076577414273,98.15998942678951,71.73229996573079,22.652305252336042,11.326152626168021,117.03691047040287,52.855378922117424,64.18153154828545,-0.30648137686890375,176.64670658682635,1.1877987638581728,145.45454545454547,266.66666666666674,666.6666666666666,304.3478260869565,222.74766831463776,236.0720976082181,160.4200225589081,137.80110888493033,423.2800886124756,0.7164179104477612,200.5988023952096,1.1368164603573219,246.86192468619248,84.21052631578947,252.95074198441912,327.0872602284067,96.61835748792271,212.0,634.7305389221557,1.087772602467617,803.347280334728,210.52631578947367,1064.4195587093911,241.54589371980674,0.3160377358490566,192.0,20.0,1229.484595450619,339.7638928879931,889.720702562626,1260.978325713373,377.53842087226735,241.6245893582511,237.84920514952844,1324.9805965184612,1147.342995169082,1622.9956710564988,601.5750845959052,206.7016633273955,1390.77743401242,0.13978779840848807,1.124563961373608
Los Angeles,494.8760057616265,1.2157402052008701,44368.031730173636,9571.968269826364,2471.96232,438.6641618696026,22679.17759204382,4024.5526195179955,585.3771135091465,144.0586972083035,1145.9027777777778,330.50603795284644,257.17487393388535,806.2463169077582,1534.0466408249977,95.61430259313708,493.284036903779,137.4534877694428,123.49290082113274,43.6455180825112,8.101325616685298,227.98804360018607,47.681233795620116,180.30680980456597,-0.0123593843628097,174.7479288420782,1.1750310995091933,141.52158359170045,166.37903839373533,220.82336211979333,140.67796610169486,284.6973229169832,150.09794658890735,296.07688532717873,1124.0752479625733,66.76407229615334,0.708512467755804,138.71023973136874,0.7860868652448936,155.646603958682,73.05833929849678,225.98513283886538,407.88945185658355,48.49011060080524,69059.0,633.5862454929952,1.0858115639400898,741.0237174678284,217.11703650680028,1941.9360926815812,144.10441319394232,0.21892874209009688,64206.0,4853.0,2036.12063412594,511.06789714533426,1525.0527369806055,1629.1885391916005,430.47634273161736,415.8879777834903,480.1903814790257,2620.612602410921,663.7176681868945,1060.601095462232,1779.5323749047882,5090.381910555186,474.5879837919336,0.1378067676483005,1.1086269781415705
Madera,502.7195027195027,1.2350089805911522,523.8828301396686,123.11716986033139,29.650716,5.642213660359267,23038.62937062937,4384.004398103545,532.9566854990584,360.0,899.749373433584,500.0,483.3948339483395,668.3846969824381,1246.339153986744,158.87648824117844,370.8656973982925,127.06540607239549,135.32982272751065,64.04922907714246,8.264416655115156,161.15612477474554,41.32208327557578,119.83404149916974,-0.12931055199096442,158.5081585081585,1.0658324651237334,134.52914798206277,145.63106796116503,436.61971830985914,163.265306122449,210.74262470543644,153.05484835044825,214.0903322445412,750.8520978296868,180.76862377727954,0.6558265582655827,286.7132867132867,1.6248371368472148,302.2598870056497,213.33333333333334,381.1962182171865,706.8460572963689,94.14903006884649,1016.0,789.4327894327894,1.3528943499280577,835.2165725047081,573.3333333333334,1953.185211283113,253.02551831002492,0.3631889763779528,887.0,129.0,1958.1899973537973,432.6541413072241,1525.5358560465731,1329.5380293916505,412.1877806738683,254.13081214479098,279.9571141920258,2338.5374232048093,441.3235784477178,1137.7077060716656,1470.0869480791828,1719.6935143841213,1107.2078206358372,0.16214105043892277,1.304391256310116
