County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males","Women imprisoned per 100,000 females","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population",Change in imprisonment rates per adult felony arrest compared to 2009,"New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Glenn,234.5132743362832,0.5933647438200375,178.64222824831148,-72.64222824831148,5.500234,-3.7693325815766348,12168.659292035398,-8339.231375169544,309.5238095238095,17.241379310344826,496.1832061068702,138.29787234042553,159.2920353982301,593.4279877955227,1143.6484432966176,22.73564164963493,363.89452081800914,72.77890416360184,100.77079038037176,16.79513173006196,27.991886216769934,128.7626765971417,117.56592211043372,11.196754486707974,0.09513274336283195,99.5575221238938,0.7330211434458294,77.77777777777779,137.9310344827586,333.3333333333333,0.0,251.92697595092943,205.4130345419633,308.13212778795304,3308.1294583912145,0.0,0.7528089887640449,196.90265486725664,1.0277968624686429,238.09523809523807,77.58620689655173,498.2555746585049,879.729571766629,102.31038742335717,195.0,431.4159292035398,0.7351964936785612,547.6190476190477,94.82758620689654,2023.3780150632465,125.0460290729921,0.4564102564102564,184.0,11.0,1595.6880961668026,230.48828055742703,1365.1998156093757,2530.4665139960025,733.3874188793724,526.2474608752748,632.6166284990006,3694.864201419841,1318.6672156788259,2641.0247298252425,2233.9579264626595,9924.388375173645,2433.378593881938,0.18194736191770666,1.3863625066561955
Humboldt,272.3426758328926,0.6890805756484455,747.3726849945951,-232.37268499459515,26.722835,-12.057586251684548,14131.589106292968,-6376.301560911974,340.11220196353435,64.51612903225806,716.2162162162163,202.38095238095238,153.71329879101899,535.7759709193754,978.0053040485319,64.30217006205133,330.82865777157554,70.74323499517968,92.59041050839691,32.25059242427309,7.282391837739084,46.815376099751255,42.654009335328915,4.1613667644223336,0.0004558799394591695,114.22527763088314,0.8410167492438243,98.06537691794531,172.93233082706777,151.51515151515156,186.52849740932643,224.713805278806,193.22200266143284,260.87635501608156,891.7041935229164,356.22093664301053,0.7054054054054054,195.66367001586462,1.0213295817518573,223.70266479663394,109.67741935483872,384.9264257090658,643.2653443123334,109.31368910548727,885.0,468.0063458487573,0.7975519706065115,563.8148667601683,174.19354838709677,1621.270648360865,173.61585916753862,0.4180790960451977,804.0,81.0,2088.724309211505,327.17646708902174,1761.547842122483,1967.2861378806583,461.91171085087905,349.55480821147603,602.3578391501328,2875.5372444808377,996.6836359617959,1970.3386529897125,1508.5458790060356,5885.247677251246,1909.740021447251,0.19737131862909862,1.5038865810015738
Imperial,153.9091281211625,0.38942038840932897,965.5375301120021,-589.5375301120021,19.510264,-30.590512899981675,7986.190749079001,-12521.699918125942,185.74401664932364,36.468330134357004,388.78504672897196,117.14770797962647,94.50830140485313,332.9536666685474,603.7300937056747,34.12837123809365,184.18713475281348,61.10053989396216,65.5281152485971,15.93927127668578,5.313090425561927,49.58884397191131,36.3061179080065,13.282726063904818,-0.08450762491181918,73.27056897257471,0.5394758236586635,42.4628450106157,82.86674132138855,56.45161290322581,64.51612903225806,158.5071976959308,120.00691004744868,167.04384895659314,147.17904898813592,137.58394608715585,0.7763440860215054,190.33974621367173,0.993539645737003,212.27887617065556,109.40499040307101,411.7645079810493,689.9772499493426,102.38511371428096,841.0,344.2488743348342,0.5866509515098478,398.02289281997923,145.87332053742801,1293.7073436550172,136.5134849523746,0.5529131985731273,765.0,76.0,2029.5337572753958,253.69171965942448,1775.8420376159715,2163.3133182746315,473.75056294593844,521.5683767759958,693.3583005358314,3250.3340058888148,935.835863949831,2826.162731617417,2015.8129340302394,2607.1717249326935,2132.5511643509158,0.20767761690868158,1.5824162467611222
Inyo,278.60696517412936,0.7049304606952402,79.44045990688187,-23.44045990688187,2.905784,-1.2163020241081934,14456.6368159204,-6051.253851284542,333.3333333333333,88.88888888888889,542.8571428571428,148.14814814814815,108.69565217391305,452.75501883233125,795.270454284322,66.14746294565325,307.22661992193906,64.67928840461875,40.42455525288672,8.084911050577343,0.0,32.33964420230937,24.254733151732033,8.084911050577343,-0.5625,104.4776119402985,0.7692467322927377,90.9090909090909,93.75000000000003,0.0,142.85714285714286,169.78313206212422,118.7109627016516,136.93709298039613,0.0,479.1598577514861,0.5098039215686274,253.7313432835821,1.324432515715085,275.64102564102564,177.77777777777777,412.33046357944454,657.6274910428046,132.2949258913065,107.0,532.3383084577115,0.9071831412238791,608.9743589743589,266.6666666666667,1452.8979453271265,198.44238883695974,0.4766355140186916,95.0,12.0,1229.020032485111,368.16459122902,860.855441256091,1625.067121166046,565.943773540414,436.5851967311766,371.9059083265578,2385.8113628529654,744.158958138599,1305.8205897181676,1460.6623251242252,3549.3668079391846,3354.119004260402,0.10971470507292909,0.8359799886010261
Kern,336.68457405986186,0.8518782427160863,5149.796978043138,-762.7969780431376,227.637043,-39.58077239368037,17470.225863392174,-3037.664803812768,397.0503181029497,100.90361445783132,589.3931109896117,261.48303812668865,273.5876959479444,805.7420486695643,1420.6023454467204,102.9284036943,395.9835552613587,159.97294834538192,169.89090381111168,89.44526503352583,4.958977732864882,250.1528767467396,175.40087906985042,74.75199767688915,-0.08143896337013856,153.26170376055256,1.128433763118474,144.09512293430075,159.47843530591777,160.61899679829247,127.35849056603776,366.7806863900433,318.42144871745376,376.07196404749993,976.6276645848175,76.21373876291732,0.7276058631921825,188.48810437452036,0.9838744044329767,211.2974744553692,99.39759036144578,451.0833078487463,755.9991117308111,101.3921588630418,6843.0,525.1726784343822,0.8949718487992453,608.3477925583188,200.3012048192771,2176.6014571775313,204.3205625573418,0.3589069121730235,6311.0,532.0,2912.9588841239147,524.0686203454587,2388.890263778456,2393.1659207122,671.8496498822125,611.79091956196,620.9742116598579,3577.8899567041217,1020.0665679554508,2209.8003196307764,2358.1367808513046,6080.399479840356,598.4189858421655,0.1878914758905944,1.4316541594751575
Kings,839.3939393939394,2.123831886370611,652.1231783400751,732.8768216599249,71.866265,38.028245399111846,43555.312121212126,23047.421454007184,1026.4211369095276,256.857855361596,1896.103896103896,771.9869706840391,719.6765498652292,1359.7033638008863,2139.2265131429112,241.55889972116927,716.666754927543,232.67126153127083,262.1233199529507,108.97261616021545,13.744293930117264,382.87675948183806,253.28770242644669,129.58905705539135,-0.43648902821316615,280.0,2.0615812425445372,242.59259259259258,275.6632064590543,398.7341772151899,341.17647058823525,453.5616996938697,342.13148000328596,496.11459850006923,703.5935309375456,450.12238145521354,0.581986143187067,262.42424242424244,1.369807904221402,301.0408326661329,142.14463840399003,425.0913765529125,627.417448472492,133.67822605928782,1818.0,1101.8181818181818,1.8776609974497163,1327.4619695756605,399.00249376558605,2766.643961615403,375.2371257804571,0.23817381738173818,1658.0,160.0,1601.424652511801,354.8537046857711,1246.5709478260299,1619.8632131923916,377.9680830782247,301.39273118185713,364.22378914810747,2084.1606200588894,940.4380464872706,1410.3129710059115,1799.7127903747273,1764.5679029862251,1319.3242215066605,0.15651921049761913,1.1926106689223221
Lake,328.0075187969925,0.8299235849776855,420.5206434871757,-71.52064348717568,18.109261,-3.711134669906059,17019.98214285714,-3487.9085243478003,421.5189873417722,58.394160583941606,559.659090909091,433.07086614173227,138.88888888888889,801.5587118840429,1459.4374656530467,72.27514689556631,452.45577719529064,126.32014084132479,103.35284250653847,62.01170550392309,11.483649167393164,167.6612778439402,140.1005198421966,27.56075800174359,-0.3028937138765281,100.5639097744361,0.740430964528281,92.20779220779221,171.42857142857144,88.60759493670886,66.66666666666667,245.75009218221368,213.39879576557797,357.999045478716,880.6915536281532,180.4814535630619,0.6174242424242424,248.12030075187968,1.2951438709624292,282.27848101265823,149.63503649635038,606.3366760383591,977.3410055274156,185.20506391988872,613.0,576.1278195488721,0.9818069388976336,703.7974683544304,208.02919708029196,2436.7784711804625,257.480210815455,0.43066884176182707,556.0,57.0,2163.163430293707,519.5987630095914,1643.5646672841153,2443.720542821265,808.4489013844786,291.68468885178635,744.1404660470771,3462.329122720442,1237.7118905865732,2314.324968161902,2088.3277652925094,9939.233248089158,2707.221803445929,0.21335145670906852,1.6256485238610663
Lassen,380.9523809523809,0.9638845074812468,124.49624313765068,-4.49624313765068,6.22668,-0.23330556016955611,19767.238095238095,-740.6525719668462,493.44978165938863,81.39534883720931,660.377358490566,300.0,267.85714285714283,457.43617698857213,621.9071406137325,88.74085261647018,266.83776991000036,68.61542654828581,57.179522123571516,19.05984070785717,7.623936283142868,129.60691681342874,76.23936283142868,53.36755398200007,-0.26695526695526695,158.73015873015873,1.1686968495150438,149.0196078431373,222.2222222222222,333.3333333333333,148.14814814814815,190.5984070785717,226.1732047363494,123.06818328491254,68.45705332429236,244.6484683155051,0.6081081081081081,234.9206349206349,1.2262439613287377,266.3755458515284,151.1627906976744,282.0856424762861,335.71978387112995,164.8044405734446,194.0,615.8730158730159,1.0495386265801496,759.8253275109171,232.5581395348837,957.6269244848625,253.5452931899148,0.38144329896907214,174.0,20.0,1140.5069568007468,350.0277105270834,790.4792462736633,1200.7699645950015,404.068623006572,228.71808849428606,213.47021592800027,1260.3250902703073,1090.2447607166334,1517.741242309713,553.8068247821064,205.37115997287708,1651.3771611296597,0.1438405091239691,1.0960042876466822
Los Angeles,485.4422056042469,1.2282643308060817,41171.10521870543,9397.89478129457,2623.974841,487.64736230659395,25189.11060659877,4681.219939393828,573.6778312472248,132.6648114384416,1198.0686930758256,309.95601759296284,206.81882220343758,749.6470706753257,1429.8767264487233,80.40281473471255,485.553207556005,114.91752045472771,97.92893964446998,33.19147681864491,5.781454202443731,223.26790190514112,175.66726230502104,47.600639600120054,-0.15635147865786514,154.50557256818118,1.1375921081255933,121.91694529243588,150.09990988520164,193.4307899821368,120.82262210796908,238.59616766238935,127.86404714942967,247.7094495030537,940.3107866741452,54.52576271363687,0.6163136140532163,148.6402165669908,0.7758755123297095,164.06053114761968,86.98781306976298,229.53855607856084,408.91650755753693,52.71982029440647,66053.0,634.0824221712377,1.0805701457156074,737.7383623948446,219.65262450820458,1838.7932340062603,133.122635029119,0.23441781599624545,61475.0,4578.0,1975.3555821634284,467.82334829679576,1507.5322338666326,1544.25606595581,405.2799395913055,370.75428103363515,473.5010991801416,2492.4733858724303,606.0598425681299,1048.7799447626317,1650.2971233793885,4861.226006268093,451.28769565116494,0.14382944370111156,1.0959199737703595
Madera,401.423487544484,1.0156804365309509,555.2927670107912,8.70723298920882,29.265396,0.4518096125770564,20829.46334519573,321.5726779907891,451.58371040723983,216.66666666666669,825.7756563245824,296.9283276450512,329.073482428115,578.391007159556,1073.4283007085457,126.01623480868349,354.82852566880564,89.21988940227193,105.62814492452884,48.19925059662967,3.0765479104231703,179.4652947746849,138.44465596904266,41.02063880564227,-0.42181179332402363,135.94306049822063,1.0009202270615316,104.74308300395262,131.6129032258065,280.4878048780488,309.52380952380946,195.87355029694183,137.0524653206877,202.86045068037146,558.459890137249,292.71183845913805,0.7807017543859649,243.41637010676158,1.2705901890347688,262.4434389140272,173.33333333333334,350.7264617882414,623.8360865841248,100.81298784694681,906.0,644.8398576512456,1.0989024053993794,714.027149321267,390.0,1697.2643872926706,226.8292226556303,0.37748344370860926,789.0,117.0,2392.2879413715436,524.6879124775908,1867.6000288939526,1440.8499380481846,429.6911914891028,300.4761792513296,320.98649865415075,2377.030605777441,581.6133914246931,1308.4631594767536,1541.3416595812535,1991.0309126632355,945.6844011756768,0.17138173870811074,1.305856893808314
