County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males","Women imprisoned per 100,000 females","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population",Change in imprisonment rates per adult felony arrest compared to 2009,"New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Marin,242.30254350736277,0.6130731280013754,590.4678960242861,-228.46789602428612,18.783818,-11.854970656804182,12572.836680053548,-7935.053987151394,314.9955634427684,19.07356948228883,439.83402489626553,225.4335260115607,91.13924050632912,208.2048658841155,419.4637419439989,7.954160830229737,121.9321314017472,44.86182193083152,20.70545627576839,6.901818758589464,0.0,67.29273289624727,39.68545786188942,27.607275034357855,-0.31158246431102565,54.21686746987952,0.39918741787652395,39.47368421052631,60.126582278480996,100.37174721189591,27.39726027397261,46.58727662047888,26.254995482404638,68.64160311826512,475.074176651854,13.501181282444977,0.7366548042704626,188.08567603748327,0.9817738000381094,214.72937000887313,106.26702997275204,161.6175892636366,285.9442973252049,44.31603891127996,643.0,430.3882195448461,0.7334451245555293,529.7249334516415,125.34059945504086,705.4080392692039,52.2701997415097,0.4370139968895801,597.0,46.0,1324.6023438299346,212.89657397860802,1111.7057698513265,859.2764354443883,277.2230534700101,199.0024408726629,227.1848674702365,1331.649682171512,417.0252892420448,665.1265522209177,1141.618241335357,4733.1464266425455,492.7931168092416,0.07629918496792176,0.5813677550092505
Mariposa,270.27027027027026,0.6838369816589926,87.74020944939191,-27.740209449391912,3.11334,-1.439411728119497,14024.054054054053,-6483.836613150888,323.6994219653179,81.63265306122449,529.4117647058823,268.2926829268293,70.17543859649122,488.6921861937872,882.2240104592212,65.05721818205367,293.2153117162723,89.593567468861,32.579479079585816,16.289739539792908,8.144869769896454,122.1730465484468,73.30382792906808,48.86921861937873,-0.6256902063353678,63.063063063063055,0.464320099672193,61.34969325153374,51.28205128205128,0.0,117.64705882352943,114.02817677855035,96.76460265065347,191.69124470559254,0.0,249.5871954671537,0.4358974358974359,175.67567567567568,0.9169958038059133,167.63005780346822,204.08163265306123,317.6499210259617,456.8660054163824,162.64304545513417,99.0,445.94594594594594,0.7599577893076521,491.3294797687861,285.7142857142857,1339.0900158756037,227.70026363718782,0.3939393939393939,85.0,14.0,1575.4606691532597,306.1849357011635,1269.2757334520961,1808.1610889170129,553.8511443529588,333.9396605657546,464.2575768840979,2725.442032311523,796.9509227301575,1577.2630232056515,3737.979271759054,3041.301179085025,2121.491161470806,0.12746955345060892,0.9712644788115186
Mendocino,242.7564604541895,0.6142216272222902,504.703817418349,-194.703817418349,16.08559,-10.10298638202071,12596.389976507438,-7911.500690697503,300.7135575942915,50.67567567567568,593.4959349593496,89.68609865470852,113.06532663316584,517.7756599538488,965.627193284425,50.49936888302114,365.7834500964287,33.40488128734509,75.16098289652645,13.361952514938036,6.680976257469018,51.77756599538489,48.43707786665038,3.340488128734509,-0.1604536261358963,79.87470634299139,0.5881007012516579,67.27480045610035,104.47761194029849,122.80701754385963,105.63380281690141,170.36489456545993,137.65755173439146,175.3653430566481,1651.3984115697735,325.194394828112,0.6067961165048543,161.31558339859046,0.8420386743700586,179.40876656472986,101.35135135135135,344.0702772596544,576.1030034510467,100.99873776604228,516.0,404.0720438527799,0.6885984724359504,480.1223241590214,152.02702702702703,1541.7301967354715,151.49810664906346,0.3992248062015504,471.0,45.0,1558.13343371089,550.9359066488724,1007.1975270620175,2132.901670196984,616.3200597515169,372.4644263538977,664.7571376181672,3211.1195817356634,996.5208792916173,2046.1978452722258,1678.4968549707753,13447.101351353871,3078.506937706127,0.17307906562186653,1.318789812263234
Merced,273.46429685063924,0.6919184975944077,1267.4903229918914,-390.4903229918914,45.506653,-20.262152369726252,14189.788899282818,-6318.101767922124,333.4651898734177,50.07363770250368,701.6908212560387,176.47058823529412,89.04933814681107,541.311984049083,1029.547344807571,42.63460788373789,358.6114740393583,87.02963483571347,45.67512750243118,20.98586939300892,0.6172314527355565,133.32199379088019,108.01550422872238,25.306489562157815,-0.2791605545317656,83.56719675709385,0.615287733308762,63.197026022304826,92.18559218559218,94.67455621301774,109.67741935483872,165.4180293331291,119.40048121839762,179.0183708493462,547.8178404244256,114.3061429822776,0.7705479452054794,182.10165263486124,0.9505382614299572,207.6740506329114,86.89248895434461,360.46316839756497,641.1771720331848,73.9835842688393,1461.0,455.5659494855004,0.7763516968866163,541.1392405063291,136.96612665684833,1670.7245168407558,116.61819215257718,0.3997262149212868,1368.0,93.0,2565.7380991039054,544.692629446648,2021.0454696572574,1979.4612689229295,511.06764286504074,493.1679307357096,512.9193372232473,3087.4207445712213,851.4381986193538,1889.337026338174,1941.934380471716,5786.325939482997,1042.2030683678252,0.2015050847457627,1.5353841432361992
Modoc,235.95505617977528,0.5970127356730757,35.17512901349496,-14.17512901349496,1.089669,-0.73553326938124,12243.47191011236,-8264.418757092582,333.3333333333333,0.0,533.3333333333334,76.92307692307693,210.52631578947367,337.83844796114784,666.1663977200383,0.0,257.40072225611266,16.08754514100704,64.35018056402816,64.35018056402816,16.08754514100704,64.35018056402816,64.35018056402816,0.0,-0.19775280898876402,67.41573033707866,0.4963678754120074,64.93506493506493,0.0,****,200.0,96.52527084604225,99.26153201551317,0.0,0.0,289.41523784192094,0.6956521739130435,258.42696629213486,1.3489428332564084,269.8412698412698,230.76923076923077,370.013538243162,539.2775600590785,190.7349046638177,44.0,494.3820224719101,0.8425000211051125,603.1746031746031,230.76923076923077,1205.4439577791168,190.7349046638177,0.5227272727272727,38.0,6.0,1417.7693761814744,441.0838059231254,976.6855702583491,1431.7915175496266,482.6263542302112,209.13808683309153,305.66335767913375,1998.4991931601148,826.5179202098767,1528.6275930389027,897.2883052131365,0.0,1447.0761892096048,0.2029637966610392,1.5464989155859443
Mono,163.93442622950818,0.414786365924307,48.217592580296454,-28.217592580296454,1.03778,-1.4641826613990025,8506.39344262295,-12001.497224581992,174.75728155339806,105.26315789473684,282.05128205128204,214.28571428571428,22.22222222222222,191.34341606251388,330.4746068717823,39.175299260174704,105.23887883438265,57.40302481875417,9.567170803125695,0.0,0.0,66.97019562187985,47.83585401562847,19.13434160625139,-0.680327868852459,40.983606557377044,0.301753694751835,49.999999999999986,34.48275862068966,0.0,0.0,47.83585401562847,52.767193027479074,41.42164592629729,0.0,0.0,0.5,196.72131147540983,1.026850282193759,203.88349514563106,157.89473684210526,229.61209927501667,385.5537080170794,58.76294889026205,44.0,360.65573770491807,0.6146106711340575,378.6407766990291,263.1578947368421,716.0283148888617,97.93824815043676,0.5454545454545454,39.0,5.0,1814.459192318554,345.94747246540527,1468.5117198531489,1167.1948379813348,373.1196613219021,267.8807824875194,430.5226861406562,1891.0491393218654,372.16534297165964,1055.3438605495817,1201.227731862621,13615.265347524064,2100.99855844902,0.11537268686033289,0.8790914343000741
Monterey,440.084835630965,1.1135012569855602,1490.7931083022809,169.20689169771913,86.13574,8.779976403302948,22835.56203605514,2327.6713688501986,526.5278710543989,115.86901763224182,913.4860050890585,260.7655502392344,215.0753768844221,599.3227539301996,1082.0787120955254,69.58187328631679,388.837714447485,78.70624117878526,77.26208996449562,25.99472185721348,1.4441512142896378,149.4696506789775,134.3060629289363,15.163587750041197,0.11464075295010501,178.68504772004243,1.3156205096529108,141.23222748815164,185.0533807829181,279.2207792207791,142.8571428571428,243.33947960780395,157.38395983816136,280.0509034577265,988.099633398212,91.78566244293908,0.7732057416267942,277.04135737009545,1.446106646307025,304.23102753525853,175.06297229219146,377.28450473316786,625.2317048205012,105.12913463910907,2705.0,717.1261930010604,1.2220890025845361,830.7588985896574,290.93198992443325,1707.3104169160265,174.71100792542586,0.38632162661737524,2474.0,231.0,1934.6691763360416,464.8447737723666,1469.824402563675,1361.8345950751286,425.66357041187075,301.8276037865343,359.2326145545474,2055.1214315181596,600.5218194492993,1114.3629371091292,1513.3519975311763,3538.7754312401094,642.499637100574,0.13412089724558798,1.021944925942211
Napa,244.27480916030532,0.6180633483085858,569.5209090836656,-217.52090908366563,18.264928,-11.286942451442325,12675.175572519085,-7832.7150946858565,302.0372010628875,35.256410256410255,678.5714285714286,158.5014409221902,114.61318051575932,383.32415598452786,745.3639481771911,23.906611096532558,227.59871761581343,59.894399372582484,43.55956318005999,10.889890795014997,5.444945397507499,96.92002807563347,72.96226832660048,23.95775974903299,-0.26659367847552384,89.52116585704371,0.6591255583628564,93.55246523388112,96.92671394799052,53.25443786982249,86.20689655172414,140.47959125569346,140.71995367404887,143.75564124479214,498.81906486801324,56.07462090166561,0.7193675889328063,175.57251908396944,0.9164573447314528,202.83436669619132,76.92307692307693,275.5142371138794,500.55232883453596,52.15987875607103,605.0,419.84732824427476,0.7154818881522423,504.8715677590788,112.17948717948718,1245.916277011727,76.0664898526036,0.41818181818181815,570.0,35.0,1406.354369354979,328.1735544390556,1078.1808149159237,1569.233263561661,335.4086364864619,377.8792105870204,380.05718874602337,2467.7885556951574,678.0784238289234,1504.1822075158473,1483.137469427978,9366.71355141047,650.4656024593211,0.09588486454652533,0.7306024102906991
Nevada,165.4879773691655,0.41871715609643273,279.42490126450485,-162.42490126450485,6.071013,-8.428065701713892,8587.005657708627,-11920.885009496315,201.1070110701107,48.484848484848484,361.90476190476187,164.17910447761193,15.936254980079681,174.64928602225658,327.2399449948003,23.709252858035715,113.44739946744873,32.840036687945684,5.97091576144467,1.4927289403611674,1.4927289403611674,37.31822350902919,28.361849866862183,8.956373642167005,-0.25984205563413476,53.74823196605375,0.39573695300410394,49.759229534510446,75.47169811320755,0.0,142.85714285714283,56.72369973372437,53.57438753266069,69.86362843106065,0.0,95.03033652661465,0.5730337078651685,251.76803394625173,1.3141843899174723,287.82287822878226,133.33333333333334,265.7057513842878,468.34340751549405,65.20044535959822,295.0,417.25601131541725,0.7110659011866635,488.929889298893,181.8181818181818,795.5833525102943,88.90969821763395,0.6033898305084746,265.0,30.0,1178.7478987315978,273.03754266211604,905.7103560694819,1055.3593608353453,313.4730774758452,200.02567800839643,374.67496403065303,1627.193120983319,489.00334019698664,1076.6723688015356,925.6930767115534,4071.6301901479,665.2123556863028,0.10921962188723244,0.8322076625882083
Orange,366.9606762219772,0.9284827404961653,8603.283240064698,-615.2832400646985,414.489332,-31.92643204371714,19041.222528482176,-1466.6681387227654,452.1857923497268,76.03406326034063,991.588223512918,252.90065264684551,136.9063067739424,386.1076342145772,750.3713919535375,35.695268352441566,239.31132911822385,67.42866170873,50.99443591592126,22.6212284442191,0.7250393732121506,83.23452004475489,64.28682442481069,18.947695619944202,-0.21956462211074235,151.59867695700112,1.1161892457468652,128.20783609673674,178.8429752066118,186.7954911433174,116.54894046417763,159.50866210667314,129.87307820420332,246.41835929292742,656.7598522514595,52.48408098232335,0.5389958951689295,290.9775817714076,1.5188512607663065,328.22523164647185,163.82806163828062,306.1599593283841,544.6673206272492,76.91140487672743,14322.0,657.9382579933848,1.1212240151325137,780.4110239961987,239.86212489862123,1295.0387125807868,112.60667322916899,0.4422566680631197,13139.0,1183.0,1312.137725676125,213.83301510793166,1098.3047105681933,1052.177138405473,241.34143936321786,266.62114550921484,372.4768939981888,1659.431597915376,469.4641693713115,1012.9886140985182,1377.8475727562006,3515.929898691,450.3179589046098,0.09955432989958005,0.7585621956447176
Placer,246.38572746847123,0.6234043871248098,1284.8802744142931,-483.8802744142931,41.563089,-25.108063559083256,12784.709012611504,-7723.181654593438,324.1852487135506,48.96626768226333,590.7643312101911,217.98941798941797,157.89473684210526,343.8666735909128,664.5078645446164,37.88527539893459,159.2690835233816,88.43512454398008,54.091386856997524,17.171868843491275,2.1464836054364094,127.07182944183543,104.3191032242095,22.75272621762594,-0.3122379175901169,74.43863426637958,0.5480760433007185,70.39934129271305,90.11627906976742,85.03401360544215,81.52173913043475,103.88980650312223,97.39971311256107,101.98323125657676,784.0093500767482,63.05692788470913,0.6415441176470589,167.33312826822515,0.8734491890781734,201.11492281303603,81.61044613710555,233.53741627148136,412.24099004156756,63.142125664890976,1345.0,413.7188557366964,0.7050380653951756,525.3001715265866,130.57671381936888,1076.748854586184,101.02740106382556,0.40446096654275093,1225.0,120.0,1423.723667156798,195.11536828728632,1228.6082988695118,1395.6436402547533,269.598340842813,405.68540142748145,342.57878342765093,2049.7782276693724,773.7015131471308,1383.5315973708236,1131.6848887826582,9219.949956902561,773.4983153857656,0.07021980630689553,0.5350454420579668
Plumas,219.12350597609563,0.5544256006677492,99.2017683414296,-44.2017683414296,2.853895,-2.2935855574684405,11370.099601593625,-9137.791065611316,273.6842105263158,49.18032786885246,434.2105263157895,219.5121951219512,114.28571428571428,399.68453614750183,737.6376398371796,43.180131345563105,239.81072168850113,65.40292409686393,58.13593253054572,21.800974698954647,7.266991566318215,65.40292409686393,65.40292409686393,0.0,-0.11324701195219133,115.53784860557768,0.8506809338900337,118.94273127753307,76.92307692307693,0.0,166.66666666666666,210.74275542322823,228.30920844434218,93.9734586225236,0.0,134.8573133330264,0.47619047619047616,167.33067729083663,0.8734363954118228,163.1578947368421,180.32786885245903,305.21364578536503,439.74551605678016,158.32714826706473,97.0,386.45418326693226,0.6585750346070659,436.8421052631579,229.5081967213115,1177.3831558939598,201.50727961262783,0.4329896907216495,83.0,14.0,1593.0009102862346,525.9431576818045,1067.05775260443,1824.0148831458719,552.2913590401844,297.9466542190468,508.68940964227505,2695.2144532512334,877.9960040264498,1919.488530254284,1221.6549620928065,3872.0406926514142,809.1438799981586,0.14473255055446838,1.1028012688207622
Riverside,551.3252226808603,1.3949613319050407,7276.904217937856,2874.0957820621443,526.725239,149.13395603542259,28607.71447968716,8099.82381248222,667.1325739045357,147.45308310991956,1352.4590163934427,382.00589970501477,240.42248478338703,714.7253990990104,1318.6408589425314,83.10086362403605,441.4666783913698,127.65216713294313,94.55976859323918,38.58432851012291,3.8725147227313146,216.4383683213829,179.40304570035252,37.03532262103039,-0.006509329393223129,178.6334998913752,1.3152409738076456,148.7296602911791,193.32509270704574,225.79439252336448,123.24492979719187,231.5763804193326,177.90227030009788,254.84348880255703,654.7922996657046,61.43179567369278,0.6779525459877366,203.7258309797958,1.0634126290781205,228.24795583199383,118.20619059224957,264.10550409027564,451.15032948945185,66.61804769860741,13902.0,755.0510536606561,1.2867185693037289,895.3805297365295,265.6592737021691,1769.7911884319833,149.71891132264346,0.26981729247590275,12812.0,1090.0,2080.3915650746085,297.3656128399426,1783.025952234666,1296.3771104532539,326.4177864469523,334.16281589241487,393.3066771123113,1976.5799340675342,563.5749478502809,1196.1452070273367,1318.2121639467302,2899.949340406887,498.45292439034273,0.12806932847928457,0.9758345127126455
Sacramento,460.66910678738844,1.165583514657418,6154.857125024236,1019.1428749757642,372.251686,52.88230463961743,23903.6592820908,3395.7686148858593,559.3456032719837,100.3584229390681,1160.5374823196605,284.41349758971614,163.0510846745976,749.6588865209688,1447.4384892888388,68.03861551012716,514.4369526544089,110.97543037151782,73.04315049876737,23.5117437227792,1.880939497822336,244.41763807813575,184.75005734166055,59.66758073647521,0.03390022742645149,140.24272779811213,1.0325777751138119,113.93416426973477,133.83407306247867,165.0246305418719,187.72563176895315,228.22065906911007,146.3251570610733,205.49611756641636,912.4417418491706,113.36286145395705,0.5633187772925764,249.9839465741989,1.3048717709250977,287.1165644171779,114.39665471923537,406.8054147234641,742.9817340456017,77.5559218463652,11067.0,710.6530533615874,1.2110578161032715,846.4621676891616,214.75507765830346,2190.4202233344404,145.59453735649234,0.35176651305683565,10348.0,719.0,2525.6249925727193,522.950472444963,2002.6745201277563,1627.3261555326244,443.2747416534638,390.1904491593668,447.97709039801964,2587.7355266972877,677.9562045473385,1284.2956983004156,1535.45440906131,5529.124584936765,603.8752427451171,0.13669845833892239,1.0415848592765058
San Benito,286.5731462925852,0.7250864669253969,197.21785817678634,-54.217858176786336,7.420127,-2.813310442935266,14869.993987975953,-5637.896679228988,364.61126005361933,55.55555555555555,418.47826086956525,277.10843373493975,278.6885245901639,391.7182081821646,761.4559300356473,38.87301779960194,210.92518902116552,63.00362788943905,93.13579774960556,49.30718704390882,0.0,65.7429160585451,46.56789887480278,19.17501718374232,-0.18793469291524234,110.22044088176352,0.8115299766672598,69.89247311827957,127.94612794612794,272.7272727272727,199.99999999999994,150.66084930083252,91.98567983457907,189.89200467428725,1028.2412716016856,48.30766173445819,0.689922480620155,258.51703406813624,1.3494129710391933,294.9061662198391,150.79365079365078,353.36817381467995,615.8834728229499,105.51247688463383,272.0,545.0901803607214,0.9289142152902424,659.5174262734585,206.34920634920633,1377.3394028585972,144.3854946842358,0.4742647058823529,246.0,26.0,1494.1455355218734,351.9862078873644,1142.159327634509,1366.9047963839168,504.0290231155124,227.36091803580177,334.1931566309376,2088.4048669360027,699.7143203928349,1316.1028037870544,1484.1559312700872,3770.2179958728475,241.53830867229098,0.1051745392224661,0.8013858310230251
San Bernardino,377.35444440473213,0.9547810198261514,11058.032973804218,-500.0329738042183,547.844062,-25.94621097772708,19580.544765717143,-927.345901487799,463.4706406110877,100.6024096385542,847.7771525042206,252.78766310794782,180.91116720759706,787.5218322332884,1484.3913019890545,98.2510102659061,449.47968943339606,158.9514135716175,112.25803727136758,40.27863131331462,5.668844407059095,207.5095413215579,160.59239484734513,46.917146474212764,-0.12800202885489664,177.24007291182673,1.3049814633651717,149.7819693743028,186.14130434782584,217.97671033478886,108.7470449172577,369.8920975606059,305.80135386503275,354.13069201428607,1017.3165726829114,76.07917419361046,0.7736711754619927,187.60498945637798,0.9792647015182145,210.36599653217115,114.4578313253012,391.52321437701556,673.7545555742028,111.7825865300728,15807.0,564.9594338611101,0.9627743593337517,673.8366371432588,215.06024096385542,2158.1458575632573,210.03359679597892,0.33206807110773706,14379.0,1428.0,2202.482970242228,415.17165704519743,1787.3113131970306,2086.9552324356105,530.1861321760006,628.7941888356337,620.5146923990079,3202.77310345242,976.6268086311625,2041.6432975376358,1902.4831337409848,4667.088383526948,699.5976235629829,0.14062790067275072,1.0715255600718883
San Diego,399.3064522079168,1.0103239204288437,10713.395754705707,110.60424529429292,561.646536,5.739143684075565,20719.612498616592,211.72183141165078,495.31083824809053,90.01713128796138,859.3587069864442,330.3212851405622,178.98423817863397,503.30817825820367,937.7719033977116,53.624100784332235,306.56973570365267,91.78957352935089,71.28339220896399,17.158233349711487,3.533945080157379,172.93081254085914,141.3113039289247,31.619508611934446,-0.18493139232665223,124.72793005496735,0.9183455750811703,95.48730267673302,142.7910741126142,158.26190950767403,133.89355742296908,157.2140567896329,103.17415729606543,190.49324519054943,747.5377256977469,75.32773385361759,0.549769677548568,184.19596414210352,0.9614701952712086,204.72783525089432,118.05014795203239,232.17089191086572,387.61116639559907,70.32364774139072,15817.0,583.5024163500203,0.9943743415906837,700.0386734989848,208.06727923999378,1325.3830697933106,123.94774852572294,0.31567301005247517,14481.0,1336.0,1668.7244152023438,351.5843812095729,1317.140033992771,1260.4559116819223,356.74245598641335,277.8796815660592,398.2663106782625,1893.299784665729,595.7099500626251,1080.5013274419935,1334.0696985045033,4723.421624465482,562.5941628816214,0.12420073086409507,0.9463574231274497
San Francisco*,156.3770794824399,0.3956647911255044,3207.260358927096,-1938.2603589270961,65.847141,-100.57439176436809,8114.250277264325,-12393.640389940618,182.84765212139516,38.8739946380697,473.9173228346457,123.17666126418152,63.52941176470588,204.47117966776503,373.5765389364296,19.085503007758955,155.16607251383587,24.491425775807947,17.40180252491617,0.48338340346989367,0.16112780115663122,33.19232703826603,26.263831588530888,6.928495449735142,0.27506356411396315,51.879235982748,0.38197592778419603,29.69993945387615,22.08265511085236,170.21590570057361,150.50706376541038,67.83480428694175,28.891815327536175,53.882421465165585,674.9967581574263,28.57016407199138,0.8478552278820375,183.85705483672214,0.959701148932208,205.34500981428354,88.47184986595174,240.40267932569375,419.54095206733626,43.435972362485906,2761.0,340.234134319162,0.5798092412651604,388.1926619356787,127.34584450402144,793.1174910037658,62.52147537024486,0.5403839188699746,2571.0,190.0,1934.188932891776,671.303348040998,1262.8855848507778,1307.5521063860624,327.41169195027464,198.8317066272829,273.9172619662731,2043.1027393690943,490.95811185476487,972.7903779873023,2440.033646075714,3965.532805992945,189.82606767561825,0.12195874886198345,0.9292744615743641
San Joaquin,436.05658198614316,1.1033089823743825,2738.1268966909333,282.87310330906666,156.756669,14.67800245760416,22626.53998267898,2118.6493154740383,531.4866112650046,94.51421017845341,1004.3520309477756,269.7724810400867,187.4476987447699,681.3626825732777,1300.029116975326,63.92358359675175,468.4509406503468,112.31996554832583,50.52143028679715,9.247226079279836,0.9021683979785207,152.46645925836998,126.75465991598215,25.711799342387838,-0.0012048741947245922,140.15588914549653,1.0319384003375256,98.9564591579705,151.54109589041087,178.6743515850144,221.17647058823525,219.00137860928587,160.68921920321299,220.13669494857336,749.6364818254443,119.97979363575139,0.6680997420464316,167.86951501154735,0.8762490325451291,189.6583564173592,89.8876404494382,262.30546171225484,463.9089309012021,60.79445712698069,4184.0,603.9260969976905,1.0291793114208394,721.1449676823638,184.4018506278916,1763.9380478765281,124.71804072373243,0.27796367112810705,3905.0,279.0,3395.5267456663814,820.9472756920886,2574.5794699742933,1562.5556652987977,466.42106175489516,416.3507156670873,269.52280889608306,2446.024207234673,676.3383355376601,1623.8376006026508,1452.6534446323947,4195.5461160230525,542.4618329275994,0.15113646586104532,1.1515964147534385
San Luis Obispo,301.3519406890536,0.7624797256901642,906.2536048083588,-215.25360480835877,35.855299,-11.169294299900928,15636.850850414306,-4871.039816790635,374.0803621958121,57.034220532319395,736.6666666666667,257.7962577962578,102.96191819464035,362.60931631745296,666.8583892718083,32.84868559195844,231.9440199888773,65.07026805117825,38.30749651400009,13.119005655479484,1.5742806786575383,108.62536682737013,77.13975325421937,31.48561357315076,-0.2078909752765583,122.54688181421717,0.9022869745732585,102.99625468164791,144.8412698412698,246.03174603174608,196.7213114754098,147.4576235675894,120.48139222130902,197.37763109704082,649.8387500641938,101.20382538293713,0.5318791946308725,259.9215002180549,1.3567440347229358,286.92699490662136,169.20152091254752,312.75709482663086,511.4934997894202,97.45110058947671,1287.0,561.2734409071086,0.956492882661092,661.0073571024335,226.2357414448669,1178.3518890612286,130.29978618143514,0.4630924630924631,1168.0,119.0,1429.420955237332,251.1644055714175,1178.2565496659145,1203.2751987205784,314.8561357315076,252.40966881142526,372.0550003893982,1782.6607773725946,575.9469540456713,1169.7647899305282,1362.716795519296,2641.2800809060777,514.4527790299304,0.1524227893912715,1.1613976599868912
San Mateo,322.95973884657235,0.8171517081378014,1816.064245134936,-332.0642451349361,77.003276,-17.2304816158067,16758.057889009793,-3749.8327781951484,380.7314410480349,95.59613319011815,875.5595344673231,217.58839528558477,116.9250645994832,297.5533650316642,567.4297362312276,33.984604964685765,196.0964898928353,48.12183801051174,36.29188616626093,14.236043744776387,2.2055842421484546,85.81727778541259,67.57108087309355,18.246196912319032,-0.059580307585008874,133.18824809575625,0.9806371214342117,117.94500723589002,130.86582947785854,187.18592964824126,112.83185840707961,122.71068692680493,78.9742840548416,156.85948281972043,1053.2394176199693,67.12146435808855,0.651697699890471,198.6942328618063,1.0371485811791263,218.3406113537118,121.37486573576798,183.06349209832172,325.40773403941364,43.14899282033137,2397.0,521.6539717083787,0.8889754525789739,599.0720524017468,216.97099892588614,892.8374702706411,77.13359778501714,0.3808927826449729,2195.0,202.0,1355.1282669994278,217.3058759453702,1137.8223910540578,921.3326902429226,223.9670544072567,221.15994718997683,310.3858551678007,1490.3674219005145,355.5018789002523,669.5856476306202,1198.6282702335204,5626.7018552046675,594.8804292128634,0.06432464720376316,0.4901268047926889
Santa Barbara,414.03926234384295,1.0476008299632589,1328.7503791389893,63.249620861010726,72.229488,3.281959576856986,21484.083283759668,976.1926165547266,488.3195177091183,135.59322033898306,791.1153119092628,306.9016152716593,245.73378839590444,483.0155720842428,882.157205010786,67.51849852643574,290.43393235237875,72.52173460172898,74.95069221996872,27.759515637025448,2.081963672776909,111.03806254810179,80.15560140191099,30.88246114619081,-0.2979808204415846,149.31588340273646,1.0993815158466023,111.67883211678831,171.98581560283682,213.90374331550805,159.29203539823004,174.1909606223347,108.6477973670386,245.27662084533205,694.8764297333084,78.36481481258966,0.7533783783783784,264.128494943486,1.378703799471335,296.91032403918615,141.24293785310735,308.1306235709825,536.3733623059409,70.33176929837056,2280.0,678.1677572873289,1.1556980712417486,785.2298417483045,276.8361581920904,1418.530567316727,137.85026782480628,0.3894736842105263,2084.0,196.0,1509.956791283111,389.1132819838437,1120.8435092992675,1166.5936446459943,367.11959429966157,236.3028768601791,305.0076780618171,1806.5163750761003,497.9489266324635,972.8593620447247,1426.144475842962,3248.5473090032165,491.9568929901464,0.14765653678233637,1.12508081623255
