County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","White, not Latino, imprisonments per 1,000 white felony arrests","Latino imprisonments per 1,000 latino felony arrests","Black imprisonments per 1,000 black felony arrests","Asian/other imprisonments per 1,000 asian/other felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males","Women imprisoned per 100,000 females","White, not Latino, imprisonments per 100,000 whites","Latino imprisonments per 100,000 Latinos","Black imprisonments per 100,000 African Americans","Asian/other imprisonments per 100,000 asian/other population","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population",Change in imprisonment rates per adult felony arrest compared to 2009,"New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","Male new felon and parole violator admissions per 1,000 male felony arrests","Female new felon and parole violator admissions per 1,000 female felony arrests","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felony and parole violator admissions for violent offenses per 1,000 violent felony arrests","New felony and parole violator admissions for propery offenses per 1,000 property felony arrests","New felony and parole violator admission for drug offenses per 1,000 drug felony arrests","New felon and parole violator admissions per 100,000 population","Male new felon and parole violator admissions per 100,000 male population","Female new felon and parole violator admissions per 100,000 female population","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population","New felony and parole violator admissions for violent offenses per 100,000 population","New felony and parole violator admissions for propery offenses per 100,000 population","New felony and parole violator admission for drug offenses per 100,000 population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males"
Kings,673.7846433439347,2.0702287969390434,716.3459431115555,766.6540568884445,88.859877,45.93714443469871,40372.50204452522,20871.033364242943,833.8350391330525,181.48148148148152,492.9971988795519,691.7688266199649,1191.111111111111,608.3333333333334,1733.333333333334,416.21621621621637,409.37500000000017,1431.0665933281225,2228.0851337655445,236.3268062120189,925.4390577347775,1547.7449943184045,3235.933349432504,1164.4600414739193,853.0430670951182,148.60705015005453,252.82498142411873,165.97670536239855,7.719846761041794,451.6110355209449,124.48252902179891,327.128506499146,463.19080566250756,218.08268968650617,2.4465422337174982,244.43106562311868,137.03703703703707,142.8571428571429,238.17863397548155,364.4444444444444,200.0,441.1764705882355,210.8108108108109,134.37500000000006,463.19080566250756,653.1426457103328,178.4508536703,268.1669996845094,532.8944790564633,990.0990099009902,382.8361780188228,217.12069015430046,75.26850592015748,82.98835268119927,0.47429519071310117,273.96637891867334,1.3887757685214517,298.61529199277555,198.14814814814818,581.8834496135252,797.9279612618845,258.0302884151635,2086.0,947.7510222626081,1.8130596333516649,1132.4503311258281,379.62962962962973,3026.013095027429,494.35709462718245,0.28906999041227227,1881.0
Lake,240.15444015444015,0.7378835992062116,421.4756911992115,-110.4756911992115,18.634809,-6.619592940965553,14389.8138996139,-5111.654780668379,310.598111227702,43.859649122807014,207.7789150460593,228.07017543859646,603.7735849056603,393.6170212765957,664.5161290322583,186.33540372670802,82.85163776493256,719.9407379971294,1362.0467513344377,69.87794652007825,627.5309901387988,549.2957746478874,4066.073697585769,1249.1559756921,476.87392934858093,69.44765961387101,99.54164544654846,57.87304967822584,4.629843974258067,136.580397240613,23.149219871290335,113.43117736932265,289.3652483911292,96.52509652509653,1.0828586422965356,123.81951731374608,20.46783625730994,88.02456499488227,116.95906432748538,245.28301886792454,63.82978723404255,206.45161290322588,86.95652173913041,55.8766859344894,289.3652483911292,542.9780968157555,32.60970837603652,265.85056725091965,281.69014084507046,1651.8424396442185,202.56583389601622,148.15500717625815,32.40890781980647,67.13273762674197,0.5047318611987381,244.78764478764478,1.2408644843805192,279.11857292759714,149.12280701754386,733.8302699199037,1224.0014724829743,237.5850181682661,628.0,484.942084942085,0.9277003116523855,589.716684155299,192.98245614035088,2586.048223817412,307.46296468834436,0.5047770700636943,562.0
Lassen,406.33245382585756,1.2484718305041598,123.35080074478854,30.649199255211457,9.227526,1.8364693701730153,24347.034300791554,4845.565620509275,513.6986301369864,45.97701149425287,280.82191780821915,904.7619047619048,1769.2307692307693,343.75,825.6880733944955,185.71428571428567,260.86956521739125,576.0885829717192,823.9042074041525,46.91531785127844,484.7481674154647,726.1609019682782,802.2322985699336,641.025641025641,336.6751458925632,48.63085440670358,89.78003890468352,59.85335926978902,3.7408349543618136,130.92922340266347,59.85335926978902,71.07586413287446,115.96588358521623,81.79419525065963,0.9176012706067423,106.16438356164383,0.0,82.19178082191779,23.809523809523807,307.69230769230774,62.5,155.9633027522936,71.42857142857142,32.60869565217391,115.96588358521623,170.27353619685817,0.0,141.87751241428234,19.10949742021785,139.51866062085804,116.55011655011656,63.59419422415083,18.70417477180907,11.22250486308544,0.328,329.81530343007915,1.6718821605012073,345.8904109589041,275.8620689655172,467.6043692952267,554.7621663187961,281.49190710767067,279.0,736.1477572559368,1.4082599242961076,859.5890410958904,321.8390804597701,1378.6663737229485,328.4072249589491,0.44802867383512546,251.0
Los Angeles,447.3474155553391,1.374491851465639,33434.90174277607,12521.09825722393,2753.637564,750.2516864746007,26804.609792660365,7303.141112378085,537.2022170832871,97.66201609447182,223.79320194230212,402.19089313610226,689.0621875624875,651.396877567789,1323.9544338445426,241.31203511766904,114.40207330618276,668.7923579893153,1286.543264394384,59.29704523777653,241.97197119396,648.081533840615,2968.7701916864094,280.4896494808155,478.65892259175234,86.4004750061486,58.45893685357906,28.02885545929631,2.4303317038953707,227.5489013299881,44.93930719538266,182.60959413460546,161.9299453248131,108.31305363574415,1.2151008434630153,126.87051107929855,36.09351935622118,62.02989622012756,97.47160131916472,149.09018196360728,214.05094494658977,190.67745441371798,107.99495996423221,56.01913821091897,161.9299453248131,303.84163782041605,21.91475392015339,67.068597844231,157.0635883777917,642.3433125134611,92.1697302929706,68.93701366079264,38.66701399550898,28.625523721929305,0.543005517689062,179.9474350238489,0.9121799483391877,194.79009898567202,122.18465787343477,269.0246220252085,466.50196490510405,74.18635693814458,64442.0,627.2948505791879,1.2000229438732846,731.9923160689591,219.8466739679066,1753.045229299488,133.48340217592113,0.28686260513329814,59825.0
Madera,344.2050087361677,1.0575829060154611,558.8214376749391,32.17856232506085,35.412129,1.9281072759553213,20624.419918462438,1122.9512381801578,360.5491329479769,276.27627627627635,252.12947189097102,317.2774869109947,658.7301587301588,1163.2653061224494,987.0466321243521,245.014245014245,160.52060737527114,598.5476863245526,1069.300990014143,176.67505233038236,392.5625314978382,582.1884907291767,1983.7476099426387,1185.2776044915784,385.8657673259806,87.0983096851295,74.94505717092537,39.49807067116337,1.0127710428503427,192.42649814156513,40.510841714013715,151.91565642755143,202.55420857006857,116.48223645894001,1.306746130948411,134.39306358381504,42.042042042042056,74.95741056218057,104.71204188481674,119.04761904761907,836.7346938775514,217.61658031088078,125.35612535612536,62.90672451193058,202.55420857006857,398.57712253032184,26.885334050275578,116.70777963449245,192.1414160822365,358.50860420650093,852.5681014763984,85.0727675994288,44.561925885415086,29.37036024265994,0.8866666666666667,262.085032032615,1.3285474780360205,282.514450867052,177.1771771771772,455.7469692826542,837.8691124158917,113.30247921187562,1041.0,606.2900407687828,1.1598404783534295,643.0635838150289,453.4534534534535,1907.1701024300346,289.97753154225796,0.4322766570605187,890.0
Marin,179.89097516656568,0.5527218240697872,537.3408232972188,-240.34082329721878,17.795943,-14.400981791146052,10778.887341005451,-8722.581339276829,219.20991479473273,38.888888888888886,149.61496149614962,147.63231197771586,267.7419354838709,342.4657534246575,507.38916256157574,132.83208020050117,22.26027397260275,171.81037225580656,329.37233039652705,16.102318733897683,110.93980699736518,181.72466998114177,1535.8993338267949,159.1647036353218,119.16813698550892,30.65976339918433,7.520319324328233,4.049402713099817,0.5784861018714025,64.21195730772568,22.5609579729847,41.65099933474098,31.238249501055737,32.70745003028467,0.3669257655035577,35.631293570875286,22.222222222222218,25.302530253025303,27.855153203342617,61.29032258064515,27.397260273972602,76.35467980295559,35.08771929824559,5.136986301369865,31.238249501055737,53.53755193724468,9.201324990798675,18.761879124554408,34.287673581347505,351.5914137675796,12.733176290825746,17.93306915801348,8.098805426199634,1.7354583056142077,0.7705479452054794,176.86250757116898,0.8965419984898733,193.64833462432222,116.66666666666666,168.91794174644954,290.9649561806776,48.30695620169304,589.0,356.75348273773466,0.6824739023390718,412.8582494190549,155.55555555555554,620.3372865772046,64.40927493559073,0.49575551782682514,533.0
Mariposa,248.99598393574297,0.7650495768316575,81.04049969776344,-19.040499697763437,3.714978,-1.1408877013902874,14919.590361445784,-4581.878318836496,312.5,35.0877192982456,257.73195876288656,99.99999999999999,285.7142857142857,388.8888888888889,531.6455696202529,230.76923076923077,12.499999999999996,509.9522947853265,961.6925789389325,33.78949146815341,498.30576041459045,269.54177897574124,1587.3015873015872,790.9604519774011,345.45155453199544,74.02533311399901,8.225037012666556,0.0,0.0,164.50074025333114,49.35022207599935,115.15051817733179,156.2757032406646,76.30522088353415,0.8560236752997996,93.75,17.5438596491228,77.31958762886599,66.66666666666666,0.0,111.1111111111111,126.58227848101258,102.56410256410255,12.499999999999996,156.2757032406646,288.50777368167974,16.894745734076704,149.49172812437712,179.69451931716083,0.0,225.98870056497177,82.25037012666557,32.900148050666225,8.225037012666556,0.6,200.80321285140562,1.0179009459115784,218.75,140.3508771929824,411.2518506333278,673.1848052572527,135.15796587261363,112.0,449.79919678714856,0.8604715243270021,531.25,175.43859649122803,1634.8773841961852,168.94745734076702,0.44642857142857145,102.0
Mendocino,213.5416666666666,0.6561148462596094,499.91248006331205,-171.91248006331205,19.653432,-10.300823892913595,12795.203124999995,-6706.265555282285,264.13502109704626,42.73504273504273,181.5589353612167,222.67206477732793,311.47540983606547,357.95454545454555,546.7289719626168,79.42238267148011,54.511278195488714,547.6341536714863,1027.6108867658163,50.959741803974865,457.386431667425,431.84673366834164,4260.089686098655,1271.9563900666265,390.6902193875847,36.73155908772164,48.418873342905805,11.687314255184159,5.008848966507497,78.47196714195078,6.678465288676662,71.79350185327412,192.00587704945406,74.86979166666664,0.83992043387506,91.98312236286917,17.094017094017094,63.688212927756645,72.8744939271255,147.54098360655735,119.31818181818184,135.51401869158877,46.931407942238245,33.834586466165405,192.00587704945406,357.85810433697753,20.383896721589945,160.44445508752602,141.3316582914573,2017.9372197309417,423.9854633555421,96.83774668581161,21.705012188199152,30.053093799044976,0.6413502109704642,154.29687499999994,0.7821534963682286,167.08860759493666,111.11111111111109,395.6990683540922,650.0541711809318,132.49532869033465,565.0,367.8385416666666,0.7036797595792892,431.2236286919829,153.84615384615384,1677.6650579467482,183.4550704943095,0.4194690265486726,511.0
Merced,288.9439454939609,0.8877911994165782,1050.9227852372621,-117.92278523726213,55.904427,-7.06581536863151,17313.232270052642,-2188.236410229638,351.1627906976744,41.60246533127888,205.93692022263443,290.57750759878417,350.54347826086956,753.6231884057971,866.6666666666667,174.77003942181346,67.82945736434105,559.2117092818355,1070.8713536003027,32.83153773194873,403.39432704013956,534.6277738010021,2130.118890356671,636.2802080146834,381.79834813775904,79.71613862216948,41.95586243272078,17.981083899737474,2.39747785329833,162.42912456096187,20.378561753035807,142.05056280792604,213.3755289435514,110.25085165685968,1.2368398668852245,133.33333333333331,18.4899845916795,77.92207792207789,104.55927051671732,97.82608695652175,463.768115942029,227.2108843537415,91.98423127463866,43.60465116279068,213.3755289435514,406.60016074890075,14.591794547532771,152.63569131248525,192.3765211166786,594.45178335535,391.557051085959,100.09470037520528,41.95586243272078,26.971625849606216,0.8881019830028328,218.64354289253632,1.1083361962563019,244.57364341085267,115.56240369799687,423.1548411071553,745.8276204434778,91.19871592207981,1639.0,507.5874883864972,0.9710212534415152,595.7364341085271,157.16486902927576,1816.6989740437803,124.03025365402856,0.4307504575960952,1537.0
Modoc,113.12217194570135,0.34757215120253016,71.92751177994265,-46.92751177994265,1.497975,-2.811849578342384,6778.16742081448,-12723.3012594678,133.72093023255815,40.81632653061224,81.24999999999999,166.66666666666666,499.9999999999999,206.89655172413796,362.0689655172413,49.999999999999964,32.78688524590164,402.3173479240425,734.5895879910571,64.87187804086928,270.60782681099084,554.9389567147614,1449.2753623188405,1363.6363636363635,337.9465722561957,32.1853878339234,32.1853878339234,16.0926939169617,0.0,112.6488574187319,32.1853878339234,80.4634695848085,193.11232700354037,54.29864253393665,0.6091447348882593,58.13953488372094,40.81632653061224,49.999999999999986,33.33333333333333,499.9999999999999,68.96551724137932,172.41379310344823,24.999999999999982,16.39344262295082,193.11232700354037,319.3867773874162,64.87187804086928,166.52789342214822,110.98779134295228,1449.2753623188405,454.5454545454545,160.926939169617,16.0926939169617,16.0926939169617,0.5172413793103449,131.2217194570136,0.6651821475500008,145.34883720930236,81.63265306122447,466.68812359188934,798.4669434685404,129.74375608173855,54.0,244.34389140271492,0.4674329394029117,279.0697674418605,122.4489795918367,1533.0565314595974,194.61563412260784,0.5370370370370371,48.0
Mono,145.56962025316457,0.4472681631803699,51.423288964845874,-28.423288964845874,1.378137,-1.7030950514846,8722.38607594937,-10779.08260433291,170.73170731707324,57.14285714285713,92.59259259259258,321.4285714285715,0.0,210.52631578947367,533.3333333333331,176.47058823529417,0.0,222.02915339318469,378.3102143757881,41.597337770382694,136.51877133105802,363.19612590799034,0.0,770.7129094412331,154.4550632300415,28.960324355632782,0.0,0.0,0.0,48.26720725938797,0.0,48.26720725938797,67.57409016314315,44.30379746835444,0.49701840974268846,48.780487804878064,28.571428571428566,37.03703703703704,35.71428571428573,0.0,105.26315789473684,199.9999999999999,0.0,0.0,67.57409016314315,108.08863267879661,20.798668885191347,54.60750853242321,40.35512510088781,0.0,385.35645472061657,57.920648711265564,0.0,0.0,0.5,227.84810126582283,1.154995453057138,235.77235772357733,199.99999999999994,347.5238922675934,522.4283912808503,145.59068219633943,59.0,373.4177215189874,0.7143528008526215,406.5040650406506,257.1428571428571,900.7386056566385,187.18801996672212,0.6101694915254238,50.0
Monterey,446.6467553624763,1.3723390465264604,1198.6833750476414,446.31662495235855,98.566755,26.74284585052037,26762.62693456422,7261.1582542819415,559.7014925373136,80.5523590333717,281.0,445.31933508311505,739.463601532567,1125.0000000000002,1172.4137931034486,212.84185493460157,148.1844946025517,583.331264782749,1062.9036503148218,52.30829011672221,301.83896193176935,654.6455396645746,2226.0668973471743,618.6567465933445,409.9276243701264,63.474952216481505,53.54590941166875,17.37582490842231,1.4184346864018214,171.63059705462038,14.893564207219123,156.73703284740125,164.89303229421174,126.25576975291885,1.4163896886775271,150.67519545131492,47.18066743383199,77.99999999999999,111.9860017497814,134.09961685823754,705.8823529411766,222.10953346855987,109.39357907253263,58.881256133464255,164.89303229421174,286.14041125935523,30.63771278265158,83.78448053622067,164.62599032822305,403.69088811995385,388.1767821762161,77.65929908049972,32.62399778724188,21.276520296027318,0.7579617834394905,255.76975291881627,1.2965344016895362,289.9786780383796,144.99424626006908,334.0413686476289,550.6853197821554,94.15492221009998,2587.0,702.4165082812926,1.343731620488574,849.6801705756932,225.54660529344076,1613.5889700969772,146.4632123268222,0.3641283339775802,2391.0
Napa,183.86714116251483,0.5649387444575408,548.7320581944947,-238.7320581944947,18.57489,-14.304586194955927,11017.135231316724,-8484.333448965555,236.1219702892885,19.656019656019655,165.5328798185941,227.27272727272714,147.41035856573703,241.75824175824184,665.644171779141,113.57340720221607,57.831325301204835,330.1560253474626,631.8916996212835,17.352826341590387,280.6073419181241,342.47692357872074,1824.457593688363,239.7036391370669,231.1092177432238,43.66579690079344,25.56046647851323,8.520155492837745,2.130038873209436,99.0468076042388,22.36540816869908,76.68139943553969,102.24186591405292,56.939501779359425,0.638770991270725,74.27677873338546,2.457002457002457,46.48526077097505,67.09956709956707,71.71314741035854,65.93406593406596,156.441717791411,49.86149584487536,21.686746987951814,102.24186591405292,198.77387901994018,2.1691032926987983,78.80069190851432,101.11223458038423,887.5739644970414,65.37371976465461,54.31599126684062,19.170349858884922,9.585174929442461,0.7352941176470589,141.16251482799524,0.7155734977059544,161.0633307271306,78.62407862407862,253.47462591192289,431.0254639800807,69.41130536636155,548.0,325.0296559905101,0.6217858225166715,397.1853010164191,98.28009828009827,1062.9171636013643,86.76413170795193,0.4343065693430657,508.0
Nevada,130.92269326683294,0.4022649261174421,261.022011074724,-156.022011074724,6.291495,-9.348682881586388,7844.756857855363,-11656.711822426918,162.11878009630823,22.346368715083795,125.17385257301811,190.47619047619045,55.55555555555554,260.86956521739125,463.4146341463415,92.19858156028367,12.738853503184716,158.20877531340403,305.727085603584,12.000480019200769,156.61434587408206,143.2151808091658,358.42293906810033,197.5633849193283,114.51301832208294,19.5877531340405,6.0270009643201545,4.520250723240116,0.0,34.655255544840884,9.040501446480231,25.614754098360656,54.24300867888139,44.887780548628434,0.5035697746021396,54.574638844301774,11.173184357541897,45.897079276773304,47.61904761904761,0.0,43.47826086956521,109.7560975609756,49.64539007092198,9.554140127388536,54.24300867888139,102.91802881704807,6.000240009600384,57.42526015383009,35.80379520229145,0.0,32.927230819888045,27.121504339440694,10.54725168756027,4.520250723240116,0.8918918918918919,276.8079800498753,1.4031802615486342,284.10914927768863,251.39664804469268,334.49855351976856,535.779150018162,135.00540021600864,327.0,407.7306733167083,0.7799939094816253,446.22792937399686,273.7430167597765,841.5062356217459,147.00588023520942,0.6788990825688074,278.0
Orange,284.68778888982274,0.8747139972968627,7745.388802439253,-970.3888024392527,405.951225,-58.14472665335758,17058.20762248929,-2443.261057792988,358.5747329000993,46.80851063829783,160.5846298915605,382.49974533971687,455.10623714873196,340.6364110589463,1046.0819706944142,156.16774872784706,53.832770443148036,320.8829182300335,619.3007636869654,24.90530794375551,183.56356926048565,544.1090594520655,1933.7740629641494,142.21560146527804,233.30911515884063,42.15288519922211,24.912828780663855,11.130256204288985,0.5209907159454419,76.53827245162128,15.5349958936459,61.00327655797537,82.88488662768393,73.53559122615349,0.8249528189274812,90.31831699526386,19.503546099290762,53.74823196605372,92.28888662524194,102.12474297464016,65.20605112154408,155.87173497557853,79.8385681698544,37.04840855593077,82.88488662768393,155.99036283929095,10.377211643231464,61.439362582781456,131.2817064883013,433.9342400326179,27.22350717176073,34.76428959126857,21.55007052319782,17.145330833840905,0.5505385252692626,304.31128666274486,1.5425985577969759,343.15453243749334,179.25531914893602,343.00134226153546,592.6682627144036,95.37600883006372,14017.0,588.9990755525675,1.126762644282235,701.7292653375928,226.06382978723386,1211.9690264013689,120.28131677381923,0.5166583434401084,12742.0
Placer,168.32917705735662,0.5171977621509969,1305.1100553736203,-630.1100553736203,40.445325,-37.755564407931956,10086.115960099749,-9415.35272018253,222.60869565217394,30.837004405286336,163.1614654002714,148.62385321100916,191.22257053291526,262.62626262626253,598.4374999999999,137.27359389895136,57.265569076592655,283.0948346726165,547.0272487948306,28.820816864295125,263.9014621567498,252.18717892836017,1837.3493975903616,250.81998842369285,160.630106192018,60.393564730158204,33.55198040564344,13.420792162257376,2.5163985304232583,119.94832995017532,20.55058799845661,99.39774195171871,91.84854636044892,54.61346633416459,0.6126765590992699,70.95652173913044,13.215859030837,53.256445047489834,44.036697247706414,65.83072100313477,85.85858585858583,137.49999999999997,61.01048617731171,25.7695060844667,91.84854636044892,174.36493555335224,12.35177865612648,86.13831509066469,74.72212708988448,632.5301204819277,81.9988423692842,36.90717844620779,26.841584324514752,15.098391182539551,0.6489859594383776,159.8503740648379,0.8103049978852923,192.34782608695653,77.53303964757707,268.8352430002181,472.66573216178335,72.46376811594203,1316.0,328.1795511221945,0.6278116115460665,414.95652173913044,108.37004405286342,1019.6929809566138,101.28458498023716,0.4870820668693009,1193.0
Plumas,174.46808510638297,0.536059789284447,76.48400573885306,-35.48400573885306,2.456679,-2.1261661398663363,10453.953191489361,-9047.515488792918,219.78021978021977,18.867924528301884,170.85427135678387,142.85714285714286,1000.0,153.8461538461538,484.8484848484849,119.04761904761898,46.87500000000002,310.5119660708876,608.6427267194157,15.078407720144751,303.11134884550233,295.2755905511811,1342.2818791946308,243.30900243309003,242.35080278703424,37.867312935474104,22.72038776128446,15.14692517418964,7.57346258709482,68.16116328385338,0.0,68.16116328385338,83.30808845804302,46.80851063829787,0.5251173228770774,54.94505494505494,18.867924528301884,35.17587939698492,95.23809523809523,0.0,153.8461538461538,90.9090909090909,71.4285714285714,15.625000000000007,83.30808845804302,152.16068167985392,15.078407720144751,62.40527770348579,196.8503937007874,0.0,243.30900243309003,45.44077552256892,22.72038776128446,7.57346258709482,0.4318181818181818,187.23404255319147,0.9491168309282768,214.28571428571428,94.33962264150944,333.23235383217207,593.4266585514304,75.39203860072377,85.0,361.7021276595745,0.6919407223549013,434.0659340659341,113.20754716981132,1202.069385270846,90.47044632086852,0.5176470588235295,79.0
Riverside,462.5128061842232,1.4210880876768572,6989.010805260123,2942.9891947398773,595.115508,176.3409695596187,27713.30483375247,8211.83615347019,569.7223232690683,107.429718875502,317.1837708830551,491.7150850010761,746.1538461538468,552.9411764705884,1505.2916009907688,287.1608712265951,136.0031720856461,677.8078661745758,1281.5791914199522,73.07984416918463,456.4955295039003,697.0777645921104,2474.5424009864155,281.90556163685164,456.21683300211834,102.57201196741718,70.22395230503811,39.104299971610146,1.9108558450350506,231.28180210084952,30.57369352056081,200.7081085802887,193.95186827105763,132.34609294961362,1.4847134650355782,157.87559112404531,47.79116465863454,98.44868735083539,142.13471056595657,196.79487179487194,120.58823529411767,287.99819860391824,138.3263278563239,58.815754692043264,193.95186827105763,355.1380455951426,32.51028581731951,141.68879301757627,201.4966579925991,652.6499287824996,61.47940439952617,87.28516520713677,49.40927256447773,30.368958965735626,0.6943665562069844,182.6860389308002,0.9260623333258549,210.0157633078698,92.16867469879519,267.7245528597323,472.42634022333874,62.69840836197334,13855.0,645.1988451150235,1.2342735107480916,779.7380865769381,199.59839357429718,1754.005531643291,135.77825253115796,0.28314687838325514,12861.0
Sacramento,395.94206298012045,1.2165469617010625,5550.135105807073,1201.8648941929268,404.573088,72.01454259514598,23724.452471705838,4222.983791423558,479.39519715386837,79.75287840494245,266.17538688283,386.29965592743207,505.0051777701068,614.722004698512,1110.1203744984398,198.4998660594698,80.89563019140493,693.9626686729094,1350.0735777576003,57.50407995496864,372.43103014505425,618.3966751790095,2982.2755394290257,412.6843936956544,511.8385796787751,76.15911396425147,46.04491640483759,18.19185313316128,1.952797793955166,238.03577320000863,52.93109809931107,185.10467510069756,168.66006209896983,96.22940245118153,1.079541423304359,114.36406759561207,27.52035944959282,65.8806190125277,91.64842039411951,105.28132550914735,227.87783868441656,168.5242978154258,92.95472810072337,36.11412062116292,168.66006209896983,322.07228362399155,19.8429571675596,92.1797732418822,146.7127334635221,621.7320844332555,152.98236759928082,77.70079643316345,35.66425444749698,20.55576625215964,0.5784615384615385,247.7569929044741,1.2559165456196886,277.05306848502784,136.7593372648133,434.24056207687244,780.2373274053665,98.60734837348495,10977.0,643.6990558845945,1.2314043950749323,756.4482656388963,216.51221566975573,2130.310905162967,156.11142832845357,0.38489569099025234,10206.0
San Benito,232.60437375745522,0.7146857346834052,163.70831866656636,-46.708318666566356,7.010523,-2.7987157461819896,13937.421471172958,-5564.047209109322,286.4450127877237,44.64285714285713,169.01408450704227,256.48414985590773,249.99999999999994,300.0,548.3870967741934,130.9523809523809,74.32432432432435,310.1145038167939,595.4912803062526,26.427061310782243,158.44721727074668,433.8712036269682,337.83783783783787,169.3002257336343,225.29686174724344,29.156064461407972,29.156064461407972,10.602205258693807,0.0,60.9626802374894,18.553859202714165,42.40882103477523,74.21543681085666,55.66600397614313,0.6244843637323638,71.61125319693093,0.0,42.25352112676057,63.40057636887607,0.0,0.0,122.5806451612903,35.71428571428571,13.51351351351352,74.21543681085666,148.87282007656316,0.0,39.61180431768667,107.24906157071126,0.0,0.0,50.36047497879559,7.951653944020356,5.301102629346904,0.7288135593220338,234.59244532803174,1.1891835225755065,250.6393861892583,178.57142857142853,312.76505513146736,521.0548702679711,105.70824524312897,235.0,467.196819085487,0.8937533947386134,537.084398976982,223.21428571428567,1116.5461505742237,132.1353065539112,0.502127659574468,210.0
San Bernardino,292.3696382815879,0.8983167700547202,9780.514282801163,-994.5142828011631,526.448334,-59.59030131116289,17518.496356194468,-1982.972324087812,362.25379118005924,66.59158102210328,211.14514376049786,271.1953265428399,440.6123526306529,585.4748603351954,795.3751008335569,148.55270344074268,80.39925414061638,639.2221657161274,1213.5234953213728,68.60511158846217,449.3545653540691,552.0422973253162,2103.582979795858,422.7545200041953,430.4163820141828,98.94629471590409,53.329142666733595,20.662314484791736,2.619166624832755,203.20367730994127,33.90365686589067,169.3000204440506,237.90763508897524,108.81501447539182,1.2207320487440747,130.64319330660624,38.2936787272983,80.82205315680264,99.76033553025759,135.8437445011438,388.82681564245803,203.14600699112654,86.07318405243032,38.49950641658438,237.90763508897524,437.6450666394172,39.451565226346105,172.003759690982,203.07106877584124,648.5487461670938,280.7606354226335,109.93224361450814,57.3306472324503,25.536874592119364,0.7530321673404816,189.31150377691256,0.9596477866569839,217.53529719365523,98.1275517387019,413.9010813520429,728.7272090273419,101.0946358925119,14475.0,481.6811420585005,0.9214620868760326,579.7890883737144,164.7191327608052,1942.2507043487146,169.69974748097405,0.3930224525043178,13305.0
